"fraud_case_id","transaction_id","cardholder_id","card_id","alert_date","fraud_type","investigation_status","chargeback_amount","loss_amount","model_score"
"303","7853","3447","21910","2025-05-28","friendly_fraud","false_positive","7396.3","3745.04","0.933"
"304","160543","1265","8883","2025-06-28","merchant_collusion","under_review","4447.71","3329.39","0.165"
"305","101381","7457","5590","2025-05-06","friendly_fraud","false_positive","2690.81","160.23","0.046"
"306","120565","11140","4396","2025-11-17","merchant_collusion","false_positive","2785.23","3687.95","0.37"
"307","5480","8080","2117","2025-06-05","counterfeit","under_review","7742.93","2501.08","0.447"
"308","105035","17","14086","2025-10-17","friendly_fraud","recovered","6957.51","4096.39","0.921"
"309","140667","6879","12488","2025-10-10","merchant_collusion","false_positive","1133.11","330.37","0.951"
"310","132583","1606","19207","2025-10-07","card_not_present","confirmed_fraud","3572.18","3087.19","0.427"
"311","114309","16134","11276","2025-11-12","counterfeit","false_positive","4735.73","1610.9","0.454"
"312","173966","15703","8392","2025-12-14","merchant_collusion","confirmed_fraud","4831.28","906.49","0.475"
"313","100144","6934","10579","2025-06-30","counterfeit","under_review","2396.63","680.35","0.591"
"314","28124","12172","11553","2025-11-28","identity_theft","confirmed_fraud","3918.94","1631.69","0.644"
"315","119679","6714","23417","2025-11-16","merchant_collusion","under_review","3644.53","4866.75","0.256"
"316","54729","8053","7755","2025-10-25","card_not_present","under_review","7829.2","2954.88","0.256"
"317","147549","16713","8785","2025-04-01","counterfeit","confirmed_fraud","4017.54","4615.94","0.738"
"318","130602","9987","5815","2025-04-08","card_not_present","recovered","1759.81","733.17","0.519"
"319","126545","16013","4908","2025-09-09","account_takeover","under_review","5424.92","286.21","0.364"
"320","135749","9243","15124","2025-03-26","merchant_collusion","false_positive","3828.42","4445.09","0.695"
"321","173921","8659","5781","2025-04-28","counterfeit","recovered","6389.66","779.56","0.743"
"322","85754","11333","751","2025-10-16","card_not_present","false_positive","3419.01","149.77","0.956"
"323","136990","1938","22818","2025-04-07","card_not_present","confirmed_fraud","1378.62","3712.22","0.749"
"324","151365","3510","21284","2025-08-25","friendly_fraud","confirmed_fraud","1571.01","5499.56","0.135"
"325","128097","15102","12872","2025-06-05","merchant_collusion","recovered","4249.9","1181.25","0.255"
"326","108240","15422","5675","2025-11-08","card_not_present","confirmed_fraud","162.16","5299.9","0.326"
"327","58821","11771","8370","2025-07-01","account_takeover","confirmed_fraud","3629.52","1443.47","0.296"
"328","13036","1446","17254","2025-11-29","card_not_present","false_positive","7566.14","3233.99","0.201"
"329","39645","2672","1434","2025-08-11","friendly_fraud","recovered","5761.97","22.22","0.841"
"330","61557","8651","14645","2025-06-04","counterfeit","under_review","4820.78","4709.56","0.992"
"331","27966","16552","9742","2025-02-23","card_not_present","false_positive","325.99","5643.42","0.529"
"332","129335","16210","16157","2025-10-04","counterfeit","false_positive","2588.91","5208.85","0.413"
"333","125047","12419","22024","2025-11-25","friendly_fraud","false_positive","4636.2","2168.39","0.925"
"334","17887","15416","23223","2025-12-24","counterfeit","recovered","3344.46","532.66","0.057"
"335","80731","12304","20361","2025-01-18","counterfeit","confirmed_fraud","3071.54","3650.66","0.335"
"336","62935","10362","10514","2025-11-22","identity_theft","under_review","4932.03","4109.65","0.55"
"337","176364","17317","11136","2025-10-17","merchant_collusion","false_positive","6588.81","4181.97","0.41"
"338","47363","8325","2980","2025-12-31","counterfeit","under_review","1245.23","3735.67","0.648"
"339","111962","16011","4560","2025-01-01","counterfeit","false_positive","6698.86","1846.02","0.537"
"340","18860","10737","13097","2025-01-02","account_takeover","false_positive","2372.42","1761.58","0.789"
"341","54967","3656","7706","2025-12-18","account_takeover","under_review","2033.84","3143.01","0.615"
"342","125099","2895","10339","2025-04-10","identity_theft","under_review","1667.68","2959.08","0.449"
"343","153894","13270","22530","2025-10-17","card_not_present","false_positive","4447.58","2353.44","0.077"
"344","32606","1690","7827","2025-05-11","identity_theft","confirmed_fraud","1173.81","5358.54","0.739"
"345","53628","13525","15132","2025-08-13","friendly_fraud","recovered","3650.05","592.92","0.064"
"346","260","8216","4250","2025-07-13","identity_theft","confirmed_fraud","6404.96","28.88","0.667"
"347","19868","5489","11030","2025-03-18","friendly_fraud","false_positive","1370.87","2037.0","0.54"
"348","19769","12867","16820","2025-03-17","merchant_collusion","under_review","5173.37","2068.88","0.412"
"349","128944","368","5855","2025-04-23","counterfeit","false_positive","6840.08","4200.85","0.33"
"350","155191","2851","2600","2025-05-05","merchant_collusion","false_positive","5225.71","1438.42","0.041"
"351","177920","7390","3760","2025-02-23","identity_theft","recovered","6661.27","2000.16","0.592"
"352","129026","14159","13962","2025-07-13","friendly_fraud","false_positive","623.9","2859.31","0.292"
"353","65283","15718","6891","2025-07-16","merchant_collusion","recovered","3172.0","5158.53","0.925"
"354","42296","16107","16072","2025-01-25","identity_theft","recovered","5158.67","1302.97","0.216"
"355","81959","3464","24158","2025-03-16","counterfeit","confirmed_fraud","1419.73","249.58","0.472"
"356","108591","17072","8274","2025-04-20","counterfeit","confirmed_fraud","7574.83","774.3","0.589"
"357","52801","11018","22882","2025-08-11","friendly_fraud","confirmed_fraud","10.75","434.5","0.078"
"358","129277","4558","20261","2025-10-04","account_takeover","recovered","6712.09","3687.64","0.667"
"359","167582","15173","1899","2025-04-30","account_takeover","recovered","3580.26","3045.41","0.268"
"360","8642","2749","3101","2025-10-31","card_not_present","false_positive","4877.84","1483.44","0.794"
"361","117569","8846","13906","2025-08-25","account_takeover","false_positive","7550.42","4194.09","0.374"
"362","175858","17837","2203","2025-06-10","merchant_collusion","recovered","194.88","902.27","0.282"
"363","92107","10857","18089","2025-04-24","merchant_collusion","confirmed_fraud","2259.05","2433.03","0.279"
"364","95851","14993","111","2025-02-28","card_not_present","recovered","5500.48","1984.08","0.215"
"365","153202","6889","18547","2025-04-03","account_takeover","under_review","6708.45","4122.73","0.709"
"366","86592","17506","7023","2025-04-21","counterfeit","confirmed_fraud","3685.13","3841.61","0.134"
"367","46857","1154","20876","2025-08-19","account_takeover","under_review","789.89","3763.31","0.878"
"368","51642","14117","5580","2025-09-30","merchant_collusion","false_positive","4997.91","5458.23","0.932"
"369","67100","15259","9368","2025-01-06","counterfeit","recovered","3997.68","2808.51","0.488"
"370","133709","9469","16831","2025-12-18","counterfeit","false_positive","3287.27","2895.35","0.202"
"371","20089","7874","3368","2025-08-18","account_takeover","confirmed_fraud","3201.18","4833.37","0.048"
"372","82511","10222","15077","2025-08-02","counterfeit","confirmed_fraud","5097.87","2353.08","0.163"
"373","67545","9859","22064","2025-01-31","card_not_present","under_review","1822.3","4758.52","0.457"
"374","60386","9370","2986","2025-03-25","account_takeover","recovered","7155.89","4711.91","0.301"
"375","91871","12332","13760","2025-06-07","merchant_collusion","false_positive","7617.37","4157.4","0.575"
"376","138515","14984","14974","2025-05-24","friendly_fraud","under_review","4530.96","3627.1","0.327"
"377","77119","8063","2042","2025-03-26","friendly_fraud","under_review","2013.67","2440.75","0.298"
"378","168717","2277","7462","2025-01-03","merchant_collusion","under_review","7962.13","1550.66","0.179"
"379","47031","16497","9253","2025-02-26","identity_theft","recovered","4957.42","2265.23","0.655"
"380","152053","2187","5001","2025-04-25","merchant_collusion","recovered","6129.19","3573.17","0.633"
"381","102257","12923","12196","2025-08-05","merchant_collusion","confirmed_fraud","5994.27","3100.85","0.547"
"382","85147","9052","14291","2025-11-24","friendly_fraud","under_review","311.41","2815.0","0.71"
"383","162955","13915","11932","2025-05-15","friendly_fraud","recovered","3876.44","3361.79","0.558"
"384","51329","5515","11335","2025-01-09","account_takeover","confirmed_fraud","7319.66","3010.28","0.922"
"385","125994","6717","11024","2025-12-11","counterfeit","recovered","4202.27","5199.15","0.057"
"386","174619","2122","2951","2025-12-10","friendly_fraud","recovered","131.79","5660.04","0.894"
"387","144854","17021","23262","2025-10-06","merchant_collusion","false_positive","3437.84","1503.01","0.981"
"388","11109","5653","2218","2025-06-09","merchant_collusion","confirmed_fraud","3903.82","929.67","0.542"
"389","123424","5348","7090","2025-07-30","identity_theft","confirmed_fraud","4817.83","2367.09","0.153"
"390","71452","9016","16525","2025-04-18","counterfeit","under_review","2669.69","1052.2","0.829"
"391","161640","10441","21664","2025-08-21","identity_theft","recovered","7248.26","1087.21","0.315"
"392","161361","8114","11601","2025-04-05","friendly_fraud","recovered","7610.02","5018.96","0.853"
"393","73187","11038","22581","2025-09-29","identity_theft","false_positive","506.33","829.26","0.2"
"394","171579","3951","2535","2025-08-20","identity_theft","confirmed_fraud","1138.31","5285.58","0.194"
"395","141252","555","6815","2025-05-12","merchant_collusion","recovered","2178.18","902.35","0.308"
"396","130701","2934","10092","2025-11-07","counterfeit","confirmed_fraud","6013.27","293.81","0.134"
"397","175472","15980","10444","2025-02-26","card_not_present","recovered","7394.1","3255.52","0.45"
"398","145005","9138","23269","2025-12-10","friendly_fraud","false_positive","7145.64","2433.39","0.943"
"399","48378","10530","18013","2025-03-02","friendly_fraud","under_review","3358.16","1815.67","0.624"
"400","23843","5905","12189","2025-11-23","identity_theft","confirmed_fraud","5880.17","3099.84","0.419"
"401","45956","6417","5116","2025-04-13","friendly_fraud","recovered","6251.18","1894.64","0.214"
"402","152226","16182","6994","2025-12-04","card_not_present","under_review","5606.43","4248.5","0.199"
"403","21899","4217","21628","2025-05-03","account_takeover","recovered","3662.57","1874.11","0.016"
"404","792","8943","20976","2025-12-24","card_not_present","false_positive","4088.08","3643.89","0.663"
"405","68215","13044","23435","2025-03-31","card_not_present","confirmed_fraud","843.83","2707.45","0.481"
"406","104428","147","19041","2025-06-22","card_not_present","false_positive","7560.31","2090.76","0.744"
"407","92084","11397","14805","2025-12-12","identity_theft","false_positive","7235.6","5146.83","0.621"
"408","97605","8907","19797","2025-08-05","card_not_present","confirmed_fraud","2403.03","2753.33","0.625"
"409","140708","5332","10203","2025-04-13","merchant_collusion","recovered","3104.3","2925.98","0.733"
"410","142413","6061","8717","2025-02-06","merchant_collusion","under_review","3489.26","274.25","0.423"
"411","91071","2920","2647","2025-04-26","counterfeit","under_review","1115.13","4293.0","0.804"
"412","179140","788","2225","2025-10-07","friendly_fraud","false_positive","5526.52","2602.52","0.861"
"413","56811","15866","8813","2025-11-18","card_not_present","under_review","4815.83","3192.24","0.986"
"414","91458","8148","21432","2025-10-20","account_takeover","under_review","4714.21","4891.99","0.129"
"415","120191","16583","10957","2025-03-07","card_not_present","under_review","5116.51","4566.83","0.762"
"416","36761","8155","8095","2025-09-26","merchant_collusion","recovered","2808.15","157.49","0.31"
"417","145233","4823","20248","2025-02-13","merchant_collusion","recovered","527.54","4159.77","0.446"
"418","108579","17684","22499","2025-09-07","card_not_present","confirmed_fraud","424.25","4896.32","0.268"
"419","48441","6405","10011","2025-05-01","merchant_collusion","confirmed_fraud","3512.65","1682.42","0.089"
"420","136911","5087","21355","2025-09-04","account_takeover","confirmed_fraud","1319.75","3734.41","0.073"
"421","156482","7814","21973","2025-12-10","identity_theft","confirmed_fraud","4115.2","3948.66","0.048"
"422","14428","9758","14610","2025-01-23","counterfeit","confirmed_fraud","6441.71","4709.28","0.582"
"423","50461","15474","11757","2025-01-02","card_not_present","recovered","3868.95","480.29","0.595"
"424","142728","8714","10920","2025-09-28","friendly_fraud","recovered","5943.89","2172.21","0.565"
"425","8959","747","17595","2025-11-05","card_not_present","confirmed_fraud","1103.1","870.25","0.394"
"426","130266","15816","7751","2025-02-13","identity_theft","recovered","6886.78","5075.83","0.793"
"427","134792","10320","22059","2025-05-03","merchant_collusion","recovered","3142.22","3199.81","0.116"
"428","100045","16900","22870","2025-04-02","card_not_present","recovered","3761.61","143.57","0.479"
"429","99322","6732","3394","2025-06-22","merchant_collusion","confirmed_fraud","5396.92","5734.93","0.488"
"430","112622","14370","4977","2025-05-29","account_takeover","false_positive","750.59","619.55","0.716"
"431","135336","1125","4952","2025-10-08","friendly_fraud","false_positive","5548.47","1319.48","0.333"
"432","110891","16894","19690","2025-11-14","friendly_fraud","recovered","4771.18","2336.56","0.574"
"433","89726","15485","15261","2025-11-10","counterfeit","recovered","1037.45","3584.09","0.574"
"434","90095","8595","4625","2025-07-27","identity_theft","false_positive","4840.42","836.36","0.259"
"435","20892","1511","4702","2025-01-15","merchant_collusion","false_positive","1115.92","2271.18","0.153"
"436","168087","7957","17905","2025-05-22","merchant_collusion","false_positive","4074.36","4064.36","0.345"
"437","170829","8278","983","2025-12-19","card_not_present","under_review","3964.45","5357.29","0.694"
"438","36542","14351","6177","2025-08-20","identity_theft","under_review","3331.71","3568.3","0.456"
"439","75379","7740","20867","2025-07-25","account_takeover","confirmed_fraud","4253.71","973.14","0.619"
"440","156936","16626","16937","2025-10-04","identity_theft","recovered","3088.83","1835.48","0.488"
"441","72146","6054","3205","2025-05-24","merchant_collusion","confirmed_fraud","4449.24","1810.15","0.623"
"442","39032","15071","22300","2025-11-04","merchant_collusion","recovered","1292.64","2796.21","0.921"
"443","36058","4970","4212","2025-09-10","account_takeover","false_positive","1664.31","2033.27","0.519"
"444","114579","11498","5788","2025-10-17","card_not_present","false_positive","1283.34","5201.28","0.283"
"445","20230","11131","2038","2025-10-27","friendly_fraud","under_review","894.45","419.55","0.424"
"446","1495","9856","4266","2025-09-02","friendly_fraud","false_positive","4979.16","1668.09","0.79"
"447","153063","3430","15176","2025-06-02","identity_theft","under_review","434.87","4270.27","0.609"
"448","98862","13649","15421","2025-07-07","merchant_collusion","recovered","7372.15","1292.5","0.666"
"449","150066","11461","23266","2025-12-20","identity_theft","confirmed_fraud","4346.36","2539.45","0.232"
"450","23283","13237","24177","2025-11-15","identity_theft","recovered","7470.75","3766.27","0.463"
"451","104639","7916","19580","2025-08-30","account_takeover","under_review","5534.62","5411.01","0.629"
"452","66337","13366","18047","2025-03-06","card_not_present","confirmed_fraud","281.82","3226.79","0.104"
"453","4760","15799","23374","2025-09-15","card_not_present","false_positive","6738.94","1201.65","0.733"
"454","71988","10161","7098","2025-05-24","card_not_present","under_review","1417.67","3625.8","0.955"
"455","168427","4567","22369","2025-05-10","account_takeover","recovered","3505.17","3088.93","0.433"
"456","107078","3633","7497","2025-06-18","account_takeover","recovered","806.62","2564.97","0.432"
"457","174374","15335","3235","2025-05-13","friendly_fraud","recovered","6615.5","4364.57","0.899"
"458","132679","13134","9757","2025-01-21","counterfeit","under_review","7110.18","473.12","0.413"
"459","54297","16641","7912","2025-08-05","account_takeover","false_positive","2219.91","5304.51","0.668"
"460","149157","637","15643","2025-08-22","merchant_collusion","confirmed_fraud","5169.79","3393.88","0.191"
"461","65079","7273","12179","2025-10-22","friendly_fraud","confirmed_fraud","4855.15","4689.99","0.914"
"462","166581","11736","9261","2025-06-21","counterfeit","false_positive","4860.62","4865.14","0.97"
"463","46625","1675","4498","2025-04-04","merchant_collusion","false_positive","2588.05","3695.22","0.756"
"464","42880","11211","20853","2025-07-01","card_not_present","confirmed_fraud","3096.96","525.86","0.736"
"465","34128","17287","6126","2025-08-06","card_not_present","recovered","568.86","2369.54","0.515"
"466","166099","16516","5247","2025-07-09","counterfeit","recovered","2642.05","5817.69","0.446"
"467","81058","5148","18809","2025-08-21","counterfeit","confirmed_fraud","125.2","601.43","0.036"
"468","72119","5112","8088","2025-02-09","identity_theft","confirmed_fraud","2412.74","4570.32","0.132"
"469","116627","14417","11163","2025-03-03","card_not_present","confirmed_fraud","4703.72","3668.36","0.779"
"470","61170","2414","13694","2025-08-20","counterfeit","confirmed_fraud","5960.11","3673.95","0.947"
"471","97649","14138","4305","2025-01-11","identity_theft","false_positive","2630.36","286.64","0.59"
"472","32830","3876","10356","2025-02-16","friendly_fraud","under_review","1591.05","5749.49","0.019"
"473","166199","11747","16101","2025-09-05","card_not_present","confirmed_fraud","2686.06","1096.54","0.403"
"474","14004","9430","779","2025-05-19","identity_theft","under_review","4650.97","4149.54","0.319"
"475","109251","17008","1024","2025-05-11","identity_theft","confirmed_fraud","5160.16","4449.88","0.557"
"476","1491","2661","5051","2025-06-17","account_takeover","false_positive","3649.4","791.76","0.706"
"477","40401","4114","8629","2025-06-27","identity_theft","recovered","7918.57","4621.49","0.163"
"478","137163","4474","19082","2025-09-08","friendly_fraud","recovered","534.74","2904.51","0.43"
"479","158595","17817","22746","2025-04-22","card_not_present","confirmed_fraud","3885.77","3767.43","0.788"
"480","111594","9356","11900","2025-09-20","merchant_collusion","false_positive","1795.85","2899.28","0.582"
"481","136645","1430","20556","2025-10-26","friendly_fraud","false_positive","1272.52","5937.55","0.88"
"482","35984","5184","5818","2025-01-24","card_not_present","confirmed_fraud","227.42","4909.67","0.136"
"483","90441","4233","5952","2025-05-20","counterfeit","false_positive","15.66","2488.35","0.784"
"484","164452","26","21136","2025-01-01","account_takeover","under_review","6702.18","4862.14","0.862"
"485","177913","9173","19049","2025-12-10","card_not_present","under_review","826.62","3952.29","0.859"
"486","158553","17390","1052","2025-07-02","card_not_present","confirmed_fraud","2061.06","1724.5","0.96"
"487","94887","11398","2424","2025-07-25","friendly_fraud","under_review","3849.58","1258.85","0.18"
"488","101984","3268","18823","2025-10-31","friendly_fraud","recovered","758.05","1128.56","0.84"
"489","107745","8115","14767","2025-10-26","counterfeit","under_review","5410.96","507.27","0.902"
"490","96169","7877","16320","2025-02-26","card_not_present","false_positive","7626.08","3729.89","0.621"
"491","57014","11028","23450","2025-10-08","merchant_collusion","recovered","3089.16","5366.54","0.797"
"492","166159","7048","21749","2025-03-09","card_not_present","false_positive","5775.37","1871.64","0.1"
"493","10224","11788","6846","2025-03-07","identity_theft","false_positive","1514.16","723.1","0.749"
"494","103277","8998","8692","2025-12-26","merchant_collusion","under_review","581.94","4442.98","0.347"
"495","62093","8547","3197","2025-08-09","counterfeit","under_review","3239.25","125.75","0.598"
"496","40120","10433","11808","2025-08-31","card_not_present","false_positive","7143.0","581.14","0.654"
"497","166887","7164","14293","2025-12-19","counterfeit","under_review","4724.97","262.38","0.166"
"498","85513","14963","6865","2025-01-20","counterfeit","under_review","862.95","482.43","0.613"
"499","67427","5084","3834","2025-03-08","account_takeover","under_review","4041.19","4022.13","0.817"
"500","28038","12057","12653","2025-06-03","merchant_collusion","false_positive","4963.66","676.19","0.141"
"501","105761","11987","4692","2025-01-14","merchant_collusion","false_positive","66.29","4026.23","0.198"
"502","94159","13568","19148","2025-07-01","card_not_present","confirmed_fraud","4905.56","2293.38","0.057"
"503","121881","3685","23658","2025-06-05","friendly_fraud","recovered","4473.76","3599.26","0.735"
"504","128650","8704","16667","2025-11-17","identity_theft","recovered","4455.73","955.01","0.459"
"505","56233","1819","20966","2025-03-18","friendly_fraud","false_positive","4625.8","2795.13","0.746"
"506","153132","17659","3119","2025-12-23","friendly_fraud","false_positive","2929.69","224.84","0.693"
"507","153518","15372","3058","2025-04-01","counterfeit","under_review","5924.18","3076.21","0.601"
"508","175299","685","790","2025-03-27","counterfeit","false_positive","6883.61","5675.85","0.468"
"509","53240","6033","10587","2025-11-18","identity_theft","recovered","7430.54","4485.66","0.493"
"510","45600","14386","18140","2025-10-25","counterfeit","false_positive","6595.63","5407.72","0.264"
"511","1671","15287","22075","2025-09-20","account_takeover","recovered","7038.57","1570.87","0.167"
"512","136226","14544","4951","2025-03-31","merchant_collusion","recovered","6203.3","2580.45","0.117"
"513","171123","11020","9937","2025-08-06","account_takeover","under_review","4806.99","3347.24","0.293"
"514","41124","2964","6470","2025-12-01","card_not_present","under_review","5420.19","470.67","0.784"
"515","6041","19","12277","2025-03-20","counterfeit","recovered","4118.98","247.15","0.506"
"516","173533","5799","3507","2025-08-26","identity_theft","false_positive","1390.57","1081.88","0.258"
"517","54175","5211","700","2025-02-09","merchant_collusion","under_review","7665.2","4595.39","0.482"
"518","163131","1975","21988","2025-11-12","friendly_fraud","under_review","2.41","3850.93","0.268"
"519","90112","4030","5996","2025-01-21","card_not_present","under_review","6047.31","5229.51","0.712"
"520","116823","13493","4271","2025-03-28","account_takeover","false_positive","4395.57","5723.83","0.843"
"521","169491","16416","10374","2025-05-14","card_not_present","recovered","4390.41","1357.36","0.504"
"522","149124","16406","19551","2025-06-30","friendly_fraud","recovered","4222.98","4726.91","0.131"
"523","130784","10052","10067","2025-07-02","identity_theft","under_review","542.26","3769.06","0.735"
"524","105002","6900","2933","2025-01-28","card_not_present","recovered","1046.82","400.64","0.969"
"525","18844","7694","13254","2025-01-28","counterfeit","recovered","5415.21","1145.09","0.945"
"526","50765","83","3190","2025-08-08","counterfeit","under_review","7220.21","26.94","0.375"
"527","69708","14055","3968","2025-05-07","identity_theft","false_positive","4498.31","4845.03","0.707"
"528","109581","6952","9860","2025-03-27","card_not_present","false_positive","7859.68","4901.78","0.603"
"529","47531","4562","7686","2025-08-10","merchant_collusion","confirmed_fraud","7278.32","4046.62","0.381"
"530","163954","12372","1756","2025-02-13","identity_theft","false_positive","7719.23","3165.78","0.921"
"531","15280","4177","15840","2025-11-20","card_not_present","confirmed_fraud","3022.93","5981.44","0.088"
"532","5073","31","22334","2025-07-27","friendly_fraud","confirmed_fraud","4707.83","5977.57","0.86"
"533","99071","15450","3558","2025-09-17","identity_theft","false_positive","5311.22","2666.55","0.472"
"534","38138","1730","22024","2025-02-28","counterfeit","false_positive","621.39","3262.12","0.504"
"535","58828","4482","6913","2025-08-04","friendly_fraud","recovered","7562.27","3450.6","0.171"
"536","51686","1492","23843","2025-10-14","account_takeover","false_positive","5217.37","738.94","0.879"
"537","62449","11286","1673","2025-11-24","identity_theft","false_positive","4704.33","640.54","0.321"
"538","4092","10493","9932","2025-02-24","merchant_collusion","recovered","5168.61","3032.58","0.76"
"539","45731","3737","19453","2025-02-05","friendly_fraud","recovered","394.39","1767.98","0.533"
"540","147866","3276","5923","2025-06-30","identity_theft","under_review","7474.33","3297.27","0.404"
"541","86537","11888","3067","2025-03-15","counterfeit","confirmed_fraud","5098.91","3587.37","0.01"
"542","25048","5945","15143","2025-07-01","friendly_fraud","false_positive","4714.95","1285.85","0.469"
"543","161846","17830","491","2025-02-06","account_takeover","confirmed_fraud","3838.63","4920.69","0.796"
"544","107016","8657","14966","2025-06-25","identity_theft","recovered","1890.75","237.52","0.88"
"545","32654","6782","12145","2025-08-03","merchant_collusion","confirmed_fraud","5737.38","5925.07","0.896"
"546","130296","5126","8059","2025-05-25","counterfeit","under_review","6779.31","1238.91","0.582"
"547","103918","6527","8816","2025-05-07","card_not_present","confirmed_fraud","6918.8","25.08","0.419"
"548","154316","496","17984","2025-08-23","identity_theft","recovered","1925.4","3938.81","0.526"
"549","99625","4504","5848","2025-05-12","counterfeit","under_review","1402.6","3911.28","0.595"
"550","75005","3301","16615","2025-02-25","card_not_present","recovered","1763.21","2234.62","0.596"
"551","70446","3126","21955","2025-08-23","counterfeit","false_positive","6233.66","2860.33","0.297"
"552","61270","9765","9332","2025-01-05","identity_theft","under_review","2049.99","2032.18","0.993"
"553","24750","4440","17556","2025-05-31","counterfeit","recovered","3322.12","1168.19","0.637"
"554","95074","7332","11342","2025-04-14","friendly_fraud","recovered","1106.04","4966.68","0.253"
"555","113351","7815","10925","2025-06-23","card_not_present","false_positive","4302.15","2853.52","0.561"
"556","19046","15914","13631","2025-01-05","friendly_fraud","confirmed_fraud","7860.89","3708.85","0.077"
"557","85103","14232","10050","2025-01-08","counterfeit","under_review","7992.16","1109.65","0.973"
"558","132031","11520","3769","2025-07-28","account_takeover","under_review","1148.38","2618.43","0.747"
"559","115247","14438","11093","2025-03-26","identity_theft","under_review","5690.67","3748.79","0.933"
"560","32689","6005","2806","2025-09-15","account_takeover","confirmed_fraud","5537.33","3481.2","0.391"
"561","88479","9902","1672","2025-11-26","identity_theft","false_positive","2425.64","2876.68","0.759"
"562","110497","13510","13003","2025-06-25","friendly_fraud","false_positive","2594.68","2254.77","0.311"
"563","126247","10923","18069","2025-10-01","counterfeit","confirmed_fraud","99.83","2554.56","0.662"
"564","117292","16356","6259","2025-06-26","friendly_fraud","false_positive","3424.66","2026.73","0.899"
"565","75942","3734","10700","2025-02-21","account_takeover","recovered","5682.3","1293.22","0.041"
"566","87481","7039","9757","2025-05-06","friendly_fraud","under_review","4028.47","3784.04","0.398"
"567","46135","7475","4476","2025-02-18","identity_theft","confirmed_fraud","6087.18","1337.42","0.83"
"568","40405","17305","18170","2025-04-21","identity_theft","confirmed_fraud","4113.72","4915.83","0.474"
"569","154102","13415","5942","2025-08-27","counterfeit","confirmed_fraud","1621.23","3156.58","0.038"
"570","46906","23","2756","2025-09-12","card_not_present","confirmed_fraud","838.6","2781.04","0.841"
"571","167549","3990","7417","2025-03-01","identity_theft","confirmed_fraud","1940.68","5070.66","0.984"
"572","164015","6068","17433","2025-10-14","account_takeover","recovered","2066.48","5167.67","0.289"
"573","25106","7244","5547","2025-06-09","card_not_present","confirmed_fraud","5122.09","3889.39","0.78"
"574","61951","17206","341","2025-10-08","account_takeover","under_review","5358.49","1322.92","0.384"
"575","70478","4714","14283","2025-10-30","account_takeover","confirmed_fraud","3468.01","4998.69","0.191"
"576","90442","17017","11096","2025-11-06","counterfeit","false_positive","3464.82","1368.06","0.46"
"577","18677","2306","22182","2025-06-12","merchant_collusion","under_review","1358.17","4588.12","0.413"
"578","62984","13034","12206","2025-07-21","friendly_fraud","false_positive","1919.87","5759.24","0.471"
"579","27889","8702","19767","2025-10-23","friendly_fraud","under_review","3476.19","5742.15","0.093"
"580","40591","16708","15587","2025-01-25","account_takeover","confirmed_fraud","5715.83","5884.93","0.088"
"581","174626","114","11967","2025-07-10","friendly_fraud","under_review","4321.95","1283.07","0.919"
"582","55729","2518","5471","2025-04-28","identity_theft","under_review","571.89","1348.69","0.466"
"583","82241","17569","15127","2025-10-02","identity_theft","confirmed_fraud","895.95","3788.72","0.936"
"584","179249","8972","8071","2025-06-27","merchant_collusion","false_positive","4089.4","82.26","0.125"
"585","33010","10090","16284","2025-07-12","account_takeover","confirmed_fraud","7512.67","4870.42","0.627"
"586","66","8743","11700","2025-02-26","merchant_collusion","under_review","5553.72","902.36","0.641"
"587","120456","9982","22451","2025-02-18","merchant_collusion","false_positive","6779.1","4237.65","0.059"
"588","163541","10493","20123","2025-03-14","account_takeover","under_review","2333.74","2485.9","0.215"
"589","88475","14332","36","2025-01-21","friendly_fraud","under_review","3169.45","2956.32","0.316"
"590","86026","7564","6525","2025-09-21","merchant_collusion","confirmed_fraud","4630.27","3296.04","0.643"
"591","85863","8547","2680","2025-03-03","counterfeit","recovered","3441.64","4823.86","0.662"
"592","125067","17354","2946","2025-02-05","identity_theft","recovered","6737.13","3941.99","0.12"
"593","30993","4092","13753","2025-07-28","counterfeit","recovered","5800.04","3857.84","0.108"
"594","60313","3572","20794","2025-10-08","identity_theft","under_review","2182.48","3146.53","0.203"
"595","39380","13987","20737","2025-07-02","merchant_collusion","recovered","787.44","4754.7","0.053"
"596","25921","7962","3860","2025-01-04","merchant_collusion","under_review","3679.26","3234.78","0.07"
"597","48085","12707","2130","2025-08-17","card_not_present","recovered","5659.35","1441.47","0.175"
"598","93517","7937","7069","2025-12-03","account_takeover","recovered","6200.65","4501.86","0.95"
"599","79303","15056","3043","2025-08-30","account_takeover","recovered","3830.24","1469.83","0.566"
"600","47890","4003","11351","2025-07-22","identity_theft","false_positive","5667.97","1167.95","0.462"
"601","59037","5096","8518","2025-06-06","account_takeover","confirmed_fraud","4730.24","1888.99","0.488"
"602","122704","7432","24003","2025-11-09","merchant_collusion","under_review","7128.96","5983.69","0.645"
"603","51918","17199","16218","2025-10-28","identity_theft","false_positive","4597.87","900.4","0.533"
"604","138555","5671","22849","2025-12-25","friendly_fraud","under_review","2246.43","2609.36","0.485"
"605","89359","9640","86","2025-09-20","merchant_collusion","under_review","6668.34","3917.26","0.786"
"606","130666","14832","15262","2025-04-24","account_takeover","recovered","16.08","2228.94","0.872"
