"metric_id","merchant_id","metric_date","transactions_total","approved_amount","decline_rate","fraud_alerts_total","confirmed_fraud_total","chargeback_rate","loss_amount"
"345","5947","2025-10-31","583","125642.46","0.2039","66","21","0.1335","6479.37"
"346","1185","2025-05-01","1744","149947.86","0.1014","88","27","0.0323","5281.81"
"347","6040","2025-02-21","1214","176037.05","0.1445","5","26","0.0643","50972.43"
"348","11669","2025-11-22","87","195245.54","0.1593","48","6","0.0126","32366.02"
"349","7728","2025-12-27","1309","115910.81","0.1249","54","22","0.1527","6762.91"
"350","5688","2025-11-05","444","131518.83","0.1378","67","26","0.014","19830.17"
"351","2130","2025-09-12","1406","57049.85","0.0843","88","24","0.0071","1767.35"
"352","10977","2025-03-29","357","104945.21","0.2163","47","13","0.1516","31523.02"
"353","1086","2025-10-18","287","59285.58","0.2276","3","19","0.0683","50439.06"
"354","8334","2025-12-06","434","106422.3","0.103","10","21","0.1084","25147.99"
"355","1630","2025-03-12","1214","45900.95","0.0961","15","25","0.068","20437.19"
"356","3538","2025-03-31","1291","109470.8","0.1948","86","29","0.1196","36438.94"
"357","10028","2025-08-11","981","195015.93","0.0461","16","13","0.0642","11227.61"
"358","5115","2025-03-26","693","223063.73","0.2031","42","11","0.0663","41016.46"
"359","11773","2025-03-15","1752","48366.78","0.1249","7","6","0.1463","29286.37"
"360","11949","2025-08-16","1262","214263.92","0.2077","9","6","0.034","40342.76"
"361","5540","2025-01-30","1120","93474.95","0.0556","7","16","0.1334","29547.6"
"362","7284","2025-05-15","906","159275.87","0.2279","30","9","0.075","48471.11"
"363","3234","2025-11-06","939","39919.18","0.0441","71","24","0.0982","40812.89"
"364","8593","2025-06-19","1595","228647.92","0.215","14","16","0.0589","45409.33"
"365","10245","2025-01-29","638","18225.69","0.1351","53","0","0.0204","3292.75"
"366","8678","2025-11-21","316","37494.64","0.0132","54","4","0.0555","265.76"
"367","6532","2025-10-28","451","274040.22","0.0328","47","2","0.0626","16381.63"
"368","14416","2025-12-16","378","44811.6","0.2427","30","24","0.1306","35549.49"
"369","5012","2025-05-07","841","235916.21","0.0667","6","4","0.0201","24419.98"
"370","13476","2025-05-06","276","171536.61","0.2419","21","29","0.0538","49972.11"
"371","11870","2025-07-22","228","203392.81","0.0542","30","21","0.0842","20593.54"
"372","8678","2025-07-03","1103","56075.88","0.0143","57","27","0.0975","5780.04"
"373","11186","2025-10-26","1046","263695.82","0.1192","3","30","0.0577","28108.15"
"374","12516","2025-02-12","1418","56628.57","0.0443","53","21","0.1474","31966.87"
"375","13156","2025-03-18","645","94302.45","0.2343","49","21","0.0771","16188.82"
"376","1708","2025-04-19","1613","227383.7","0.2355","35","23","0.0767","36169.14"
"377","12921","2025-12-24","94","244872.39","0.2274","63","16","0.0101","33992.79"
"378","13355","2025-01-14","84","11506.96","0.2038","88","25","0.0292","35356.83"
"379","13995","2025-10-28","802","248573.0","0.1688","72","9","0.0933","29126.04"
"380","10068","2025-03-22","1278","29082.96","0.0859","82","5","0.0109","4735.96"
"381","8968","2025-08-25","1419","160593.79","0.0289","47","3","0.0197","31181.84"
"382","8777","2025-04-15","1302","220205.37","0.1476","64","29","0.015","6397.48"
"383","13041","2025-08-04","1168","152922.51","0.2283","25","30","0.0337","11085.28"
"384","12628","2025-03-28","518","174428.72","0.0094","67","30","0.0515","27200.06"
"385","8354","2025-01-30","899","20219.35","0.095","2","14","0.0633","22589.2"
"386","5320","2025-09-11","684","43257.13","0.1332","82","23","0.1175","42207.0"
"387","9921","2025-01-04","1512","31842.69","0.1821","81","3","0.1408","12292.75"
"388","9653","2025-12-01","1761","255268.22","0.2161","59","18","0.0678","47566.11"
"389","172","2025-01-19","50","115444.78","0.1069","75","0","0.1168","23564.11"
"390","11569","2025-04-06","793","262693.76","0.2068","29","2","0.0314","13245.65"
"391","10412","2025-04-06","215","147847.13","0.1823","59","4","0.1428","46743.08"
"392","9097","2025-03-21","838","235499.38","0.2464","26","25","0.026","7541.04"
"393","7749","2025-11-07","470","86815.18","0.2464","70","25","0.0062","36492.65"
"394","9694","2025-07-06","1732","239011.38","0.0164","13","25","0.1585","1010.58"
"395","10479","2025-05-24","81","205683.81","0.1291","5","24","0.1322","27963.27"
"396","3104","2025-12-09","1516","75526.34","0.0553","36","18","0.0419","10484.78"
"397","12388","2025-07-25","1656","225435.91","0.1519","88","14","0.0068","42883.93"
"398","62","2025-08-20","410","80367.29","0.2458","49","19","0.0157","26422.33"
"399","12999","2025-07-19","359","123071.22","0.1012","72","9","0.0947","8557.0"
"400","2556","2025-12-25","899","211659.13","0.0313","11","4","0.0972","19611.8"
"401","4489","2025-01-27","126","133603.38","0.2399","22","22","0.024","14857.43"
"402","6487","2025-07-05","147","168722.18","0.037","24","6","0.017","46789.7"
"403","8959","2025-04-15","371","79329.57","0.107","54","0","0.0873","7954.79"
"404","8551","2025-09-29","1136","222810.3","0.0184","53","9","0.0946","33070.01"
"405","739","2025-05-19","1197","237534.58","0.1882","89","29","0.158","41812.52"
"406","9653","2025-10-26","645","65336.85","0.1041","39","17","0.1504","3863.86"
"407","2402","2025-11-26","1332","279429.56","0.1498","71","7","0.1452","24825.67"
"408","2922","2025-10-29","1028","204916.54","0.1138","21","10","0.0075","8695.05"
"409","3661","2025-05-23","1743","188792.38","0.2122","9","22","0.1345","51667.93"
"410","9149","2025-03-04","216","275537.34","0.228","73","16","0.0729","20556.4"
"411","4669","2025-06-23","642","23993.92","0.2274","11","1","0.0405","48205.39"
"412","3737","2025-06-07","1479","272639.09","0.0656","82","11","0.0679","27178.99"
"413","11859","2025-01-01","935","124420.8","0.0135","67","29","0.0202","16521.62"
"414","1722","2025-08-01","1447","254651.39","0.1874","24","22","0.1168","32316.66"
"415","11292","2025-09-15","816","95306.65","0.107","36","12","0.0753","36833.1"
"416","5821","2025-02-12","666","181884.82","0.0918","59","10","0.0972","25916.13"
"417","13381","2025-01-17","901","187744.11","0.143","61","7","0.0736","30245.94"
"418","8140","2025-05-12","1731","53445.77","0.204","49","29","0.0665","14927.08"
"419","963","2025-04-07","844","76583.68","0.1729","50","9","0.0684","51472.02"
"420","11072","2025-07-21","634","167000.13","0.0856","81","21","0.0165","17512.62"
"421","6887","2025-08-19","1601","47445.5","0.1424","16","9","0.1406","33030.34"
"422","10657","2025-07-12","906","232352.38","0.1335","83","25","0.0306","35959.85"
"423","8716","2025-02-13","315","244386.26","0.1424","81","5","0.1347","49257.02"
"424","52","2025-02-12","1330","116007.87","0.1323","71","0","0.0527","1161.55"
"425","4741","2025-02-18","419","137361.85","0.1741","16","24","0.0717","22197.02"
"426","14893","2025-12-02","655","40150.22","0.1884","73","6","0.0903","30186.61"
"427","797","2025-03-28","1588","85772.53","0.0403","86","22","0.1134","23552.02"
"428","1155","2025-07-09","565","23934.5","0.1437","45","15","0.1206","294.76"
"429","4958","2025-04-02","497","137313.46","0.2486","62","2","0.077","31757.77"
"430","4492","2025-04-17","1160","44936.36","0.2254","90","29","0.1336","148.57"
"431","881","2025-05-14","432","229851.77","0.0369","12","24","0.0689","41673.33"
"432","6511","2025-08-02","150","47901.1","0.2344","31","20","0.0785","43567.36"
"433","8726","2025-08-05","301","205199.97","0.0724","64","25","0.0401","25031.15"
"434","3476","2025-08-11","201","175341.73","0.1297","89","13","0.0762","20359.43"
"435","4896","2025-10-31","364","50713.01","0.0126","1","14","0.138","13933.78"
"436","33","2025-09-01","282","277330.1","0.0201","12","22","0.0535","21094.9"
"437","1603","2025-05-08","1630","55319.63","0.1646","9","7","0.0103","18837.94"
"438","2884","2025-08-13","154","126420.95","0.1488","31","21","0.0694","2806.29"
"439","13933","2025-09-09","1441","226186.91","0.1025","5","0","0.0242","43584.21"
"440","6126","2025-12-14","1438","232528.61","0.1313","17","14","0.0915","30853.3"
"441","12260","2025-04-19","1574","266948.23","0.2157","17","8","0.0916","5608.81"
"442","12204","2025-12-02","290","219579.56","0.0031","77","5","0.0924","17963.7"
"443","13323","2025-09-25","353","163247.11","0.0595","8","15","0.038","49206.78"
"444","2488","2025-02-08","1643","5106.03","0.0208","28","7","0.0315","49376.32"
"445","5331","2025-12-16","232","91473.25","0.1468","54","21","0.0364","39101.11"
"446","14378","2025-04-14","359","108743.97","0.1","82","22","0.1449","18394.87"
"447","764","2025-09-29","463","185083.54","0.1868","47","20","0.1188","32658.57"
"448","9636","2025-08-12","630","81699.64","0.1837","35","1","0.067","32736.07"
"449","8808","2025-10-27","801","214784.59","0.1413","55","7","0.0652","27862.35"
"450","10219","2025-07-05","946","107533.4","0.1718","49","25","0.0091","49053.26"
"451","10059","2025-09-09","1236","74298.3","0.0002","81","7","0.043","41748.66"
"452","6167","2025-05-18","787","229048.87","0.1203","18","18","0.1036","1507.03"
"453","8076","2025-01-06","1202","213019.4","0.1215","35","17","0.0539","16037.93"
"454","4420","2025-03-12","1101","161787.47","0.1636","41","30","0.1088","34983.7"
"455","12664","2025-12-28","933","73573.32","0.1689","42","4","0.075","42848.37"
"456","3775","2025-02-17","708","74539.51","0.2004","47","2","0.0989","29374.41"
"457","10836","2025-08-12","894","177975.56","0.1467","61","11","0.1127","21890.81"
"458","10457","2025-10-08","1222","129796.44","0.2403","77","4","0.1356","48179.06"
"459","928","2025-01-14","1518","69570.42","0.1441","10","0","0.082","12013.5"
"460","7001","2025-09-01","1047","128889.28","0.2074","77","11","0.1485","28594.09"
"461","4751","2025-03-25","1143","64031.29","0.1332","85","25","0.1594","8028.4"
"462","7184","2025-04-17","426","38859.13","0.1243","35","0","0.1079","21470.18"
"463","13395","2025-07-03","427","42669.67","0.18","85","17","0.1273","6367.79"
"464","13273","2025-03-11","937","22369.07","0.0157","41","18","0.1101","30884.5"
"465","9393","2025-08-10","1327","272065.38","0.2376","71","3","0.1018","8956.19"
"466","3074","2025-10-08","238","261916.76","0.1215","77","19","0.0255","37684.67"
"467","13660","2025-06-13","753","51169.91","0.0976","61","8","0.1061","11439.19"
"468","13521","2025-06-17","358","105784.04","0.1093","65","7","0.1368","8474.24"
"469","4476","2025-09-20","510","240830.44","0.0034","19","19","0.0172","40327.55"
"470","3695","2025-08-09","20","25936.6","0.1445","89","13","0.0557","16080.16"
"471","297","2025-12-22","1305","265019.11","0.1166","8","19","0.0097","25546.72"
"472","13172","2025-09-17","1246","246825.11","0.2235","7","23","0.0049","4778.02"
"473","3845","2025-12-15","986","243798.58","0.1639","49","25","0.1566","38455.46"
"474","8894","2025-07-28","1130","260162.09","0.1231","90","24","0.0143","11093.28"
"475","7583","2025-09-21","1529","58161.23","0.2145","11","18","0.1071","44176.83"
"476","14046","2025-02-24","859","111468.29","0.0098","11","10","0.0405","38758.4"
"477","12192","2025-01-19","431","85667.03","0.1433","9","24","0.0172","4922.61"
"478","10249","2025-12-02","1304","238567.7","0.0367","54","28","0.0293","8804.78"
"479","9026","2025-05-30","20","72840.82","0.2268","10","13","0.0771","22688.77"
"480","3497","2025-08-30","650","155040.72","0.0667","36","25","0.0626","28539.14"
"481","12907","2025-03-29","597","226025.62","0.1782","49","15","0.0565","12666.19"
"482","355","2025-08-18","552","162663.04","0.0009","35","10","0.0612","21226.56"
"483","2431","2025-03-27","222","74738.02","0.0787","73","8","0.0366","8497.39"
"484","9337","2025-08-17","1650","70139.72","0.2144","19","10","0.084","46648.9"
"485","11624","2025-06-26","1648","183439.1","0.1218","56","19","0.0937","20908.17"
"486","5837","2025-06-17","763","156150.57","0.0745","7","30","0.1375","20256.84"
"487","7563","2025-03-23","223","83601.4","0.0135","18","19","0.1364","10064.02"
"488","11218","2025-08-09","1274","108450.38","0.0979","32","27","0.0587","7668.31"
"489","13831","2025-07-04","1343","171941.35","0.0464","24","8","0.1386","10366.0"
"490","8563","2025-04-12","1593","134293.75","0.1091","21","22","0.0632","20275.02"
"491","3816","2025-01-09","1191","111589.99","0.1024","5","9","0.0924","19333.99"
"492","3345","2025-11-02","59","102490.1","0.0427","72","21","0.1024","20385.74"
"493","11065","2025-11-20","1150","186918.83","0.129","43","6","0.1453","23657.01"
"494","5985","2025-11-05","331","59831.86","0.2432","76","22","0.1141","50177.91"
"495","6862","2025-01-14","212","126722.62","0.0078","68","16","0.1411","33192.92"
"496","168","2025-04-27","1296","228992.94","0.0433","47","4","0.1476","10271.15"
"497","8430","2025-09-07","940","30362.93","0.0597","19","0","0.0036","11121.59"
"498","8775","2025-04-08","378","46140.95","0.0607","74","25","0.1138","27701.08"
"499","2016","2025-11-18","24","115619.57","0.111","43","27","0.0433","48753.83"
"500","7153","2025-02-11","341","270619.41","0.032","42","21","0.0747","46957.52"
"501","10508","2025-12-08","1642","235823.52","0.0595","82","1","0.1177","35969.58"
"502","1164","2025-01-10","1420","209872.54","0.2476","9","13","0.0782","29225.35"
"503","13421","2025-02-20","605","196287.85","0.0973","51","0","0.151","27147.84"
"504","10725","2025-09-11","1464","275241.1","0.2345","90","12","0.0181","46750.29"
"505","3109","2025-02-25","1768","176925.2","0.1408","47","4","0.1035","32229.76"
"506","3943","2025-06-28","944","87065.51","0.1361","17","26","0.0759","46854.07"
"507","8247","2025-09-15","1400","68653.16","0.0114","6","17","0.0174","12687.99"
"508","4063","2025-01-14","541","143702.96","0.0863","87","0","0.0257","48542.49"
"509","1049","2025-11-04","1103","258299.88","0.2352","85","20","0.1006","11798.19"
"510","1854","2025-03-01","1558","73720.38","0.1368","64","12","0.0301","36049.86"
"511","4835","2025-01-14","1163","116729.88","0.1389","71","24","0.0282","51779.67"
"512","4584","2025-07-09","1585","64249.69","0.1167","70","20","0.0177","42378.51"
"513","7238","2025-02-05","949","19345.32","0.2192","51","28","0.1583","12057.44"
"514","607","2025-06-18","1632","30093.32","0.1236","10","5","0.0957","2482.35"
"515","12272","2025-10-14","750","172813.2","0.0022","21","26","0.0408","24842.22"
"516","4127","2025-01-11","71","236894.68","0.0076","63","7","0.1276","24737.26"
"517","10277","2025-06-22","1579","148525.65","0.0599","88","0","0.1381","3354.22"
"518","10522","2025-08-24","415","20768.6","0.1807","79","14","0.0535","19788.11"
"519","2515","2025-05-19","930","153191.0","0.0884","46","7","0.1466","20160.41"
"520","28","2025-05-05","1367","226316.66","0.0323","1","28","0.0647","21637.87"
"521","5152","2025-04-14","22","238357.18","0.1343","82","22","0.0505","21049.12"
"522","8674","2025-08-24","989","159366.03","0.1514","27","7","0.1169","19159.48"
"523","13885","2025-04-10","561","233031.49","0.0323","54","24","0.1213","43565.08"
"524","5620","2025-12-03","1632","26664.98","0.2299","5","24","0.0737","40397.53"
"525","11729","2025-08-18","219","225043.62","0.0981","44","13","0.0642","29303.31"
"526","8394","2025-11-28","696","66699.74","0.2046","83","9","0.0178","44878.66"
"527","13714","2025-05-17","979","143417.34","0.1174","55","27","0.0188","49564.07"
"528","10370","2025-07-02","1019","171142.34","0.2103","26","3","0.0081","25215.42"
"529","4134","2025-06-19","1353","168861.21","0.2276","45","27","0.0121","43126.03"
"530","12446","2025-11-09","329","218899.04","0.0591","40","1","0.1236","23944.22"
"531","4087","2025-06-11","1310","88895.78","0.0189","84","3","0.0592","48829.18"
"532","10324","2025-02-07","1391","145226.6","0.0704","28","17","0.0482","42982.74"
"533","5530","2025-06-21","17","248984.48","0.0719","5","17","0.1177","1109.53"
"534","8278","2025-02-07","67","51581.58","0.1263","7","7","0.0055","26571.91"
"535","14061","2025-12-16","305","264420.24","0.1286","46","30","0.061","13575.31"
"536","12794","2025-04-12","1783","240581.86","0.1917","7","30","0.104","18225.9"
"537","7196","2025-12-20","1382","103766.89","0.1144","30","3","0.0696","46444.36"
"538","3920","2025-12-09","128","194466.46","0.0649","17","13","0.0635","22051.64"
"539","10582","2025-07-18","839","61942.75","0.089","32","27","0.0531","13627.07"
"540","12608","2025-03-13","585","71688.7","0.1751","62","5","0.1383","22687.23"
"541","10396","2025-10-16","1255","105606.48","0.1643","24","3","0.0325","36732.53"
"542","9358","2025-05-28","339","151877.3","0.0791","24","6","0.0184","42950.1"
"543","13571","2025-04-11","988","150762.46","0.0785","50","11","0.1115","38190.51"
"544","8412","2025-10-21","505","231836.6","0.0009","85","15","0.0854","26918.19"
"545","1164","2025-09-10","775","129919.25","0.208","80","0","0.1234","12620.5"
"546","5336","2025-09-11","721","165126.31","0.2339","10","15","0.0275","5409.72"
"547","10764","2025-03-18","1240","97426.99","0.2347","74","9","0.1384","41560.87"
"548","11818","2025-02-26","300","233988.96","0.0024","45","9","0.0538","18144.79"
"549","4729","2025-12-07","1074","149721.86","0.0159","36","14","0.086","12659.07"
"550","6007","2025-03-23","1648","279083.63","0.2181","9","22","0.072","36569.86"
"551","5347","2025-07-18","1096","20745.81","0.0282","50","17","0.008","10855.81"
"552","1432","2025-09-15","1120","15631.84","0.0516","23","0","0.0507","13720.22"
"553","5038","2025-09-17","282","114173.17","0.0295","24","5","0.0986","29276.36"
"554","5720","2025-06-07","1294","136500.11","0.0261","52","28","0.0111","24017.59"
"555","5418","2025-03-30","142","208486.19","0.2464","33","19","0.0553","4872.7"
"556","8222","2025-02-27","749","236864.97","0.0451","48","28","0.1417","19869.5"
"557","624","2025-07-21","500","27737.35","0.0942","21","23","0.0504","4976.53"
"558","6930","2025-10-02","57","248845.55","0.0315","26","13","0.0887","13541.7"
"559","4057","2025-05-24","1014","30500.2","0.065","9","8","0.1565","36639.05"
"560","5099","2025-12-04","1168","189188.44","0.1304","9","22","0.0618","12926.05"
"561","5724","2025-06-10","1321","156430.84","0.1099","35","15","0.0231","37491.52"
"562","5586","2025-03-06","1021","43745.82","0.0644","26","25","0.1581","37472.7"
"563","14634","2025-01-31","303","272094.3","0.1264","34","20","0.0288","11579.9"
"564","12620","2025-09-10","372","93827.76","0.1357","53","2","0.0141","42672.36"
"565","3889","2025-07-29","565","237684.71","0.0825","66","29","0.1085","50703.67"
"566","6113","2025-12-21","497","62352.83","0.2145","33","9","0.1245","24104.79"
"567","14491","2025-12-29","681","186199.91","0.0084","71","3","0.1524","24975.11"
"568","1039","2025-05-29","808","273673.89","0.1362","15","29","0.0044","45675.65"
"569","7662","2025-08-21","865","251760.27","0.0119","84","25","0.0836","34089.04"
"570","8912","2025-07-07","472","98677.95","0.1981","44","2","0.1242","5041.23"
"571","7751","2025-06-25","298","84227.97","0.1142","31","18","0.1399","48916.74"
"572","11633","2025-10-21","914","162709.35","0.1896","18","12","0.0471","51192.71"
"573","1568","2025-04-20","674","126182.89","0.1534","31","25","0.0048","39898.59"
"574","6422","2025-12-03","1534","160965.02","0.1163","73","11","0.03","38452.78"
"575","13752","2025-07-18","1608","121617.04","0.1878","51","27","0.0598","40928.7"
"576","3612","2025-01-14","634","45775.67","0.1808","50","21","0.0764","9261.25"
"577","849","2025-05-06","1294","204358.72","0.0397","26","29","0.0426","15093.12"
"578","1530","2025-05-16","1441","265070.19","0.0786","2","30","0.0172","42429.75"
"579","10808","2025-08-20","1432","1506.9","0.1454","42","10","0.0485","43333.59"
"580","13111","2025-11-21","11","10536.96","0.0941","88","7","0.0486","44737.96"
"581","8860","2025-11-01","442","216560.8","0.0359","16","1","0.0115","51724.97"
"582","14847","2025-09-01","1196","190429.86","0.105","36","0","0.0039","6934.1"
"583","12587","2025-07-19","816","130397.27","0.0065","10","22","0.09","33786.73"
"584","10574","2025-07-23","523","78884.13","0.1647","48","4","0.1024","43006.44"
"585","1576","2025-12-17","169","32210.55","0.1057","40","19","0.0259","45767.82"
"586","6104","2025-01-02","1307","151510.67","0.0667","9","5","0.0158","41886.9"
"587","14517","2025-04-06","1120","221583.48","0.0378","21","16","0.0353","24889.72"
"588","4211","2025-04-07","508","213557.18","0.042","69","1","0.0327","17279.88"
"589","4970","2025-06-27","1511","69725.44","0.0075","89","1","0.1112","48068.52"
"590","9149","2025-10-12","364","53410.56","0.073","39","23","0.0052","10475.65"
"591","6038","2025-03-08","1574","183867.41","0.1398","10","1","0.0714","35856.62"
"592","1385","2025-01-13","531","170260.17","0.0041","86","25","0.1115","41543.02"
"593","9111","2025-06-24","209","76727.65","0.1568","19","27","0.0816","49250.43"
"594","8290","2025-06-22","374","160887.75","0.2421","82","4","0.0994","34403.56"
"595","13672","2025-12-21","1435","103070.49","0.1382","85","14","0.0071","38890.1"
"596","14601","2025-02-15","1097","119767.85","0.1405","52","1","0.133","33378.33"
"597","6700","2025-06-17","580","193393.79","0.2202","3","20","0.0124","16404.85"
"598","13783","2025-04-27","255","34079.06","0.2002","26","7","0.0143","34406.29"
"599","503","2025-07-22","1550","74428.66","0.1098","30","27","0.0122","6313.41"
"600","4860","2025-03-29","1464","191256.47","0.1416","13","4","0.1529","318.56"
"601","4921","2025-09-19","826","220024.11","0.1057","20","27","0.1127","19857.87"
"602","10597","2025-06-20","964","145125.46","0.1733","35","16","0.0523","19053.64"
"603","65","2025-12-13","1139","41552.07","0.2427","46","12","0.0801","51719.37"
"604","8707","2025-05-06","276","246013.52","0.2426","9","10","0.1043","15922.79"
"605","12072","2025-04-05","1462","21669.1","0.2285","28","15","0.1084","32909.61"
"606","1596","2025-12-03","1507","53806.13","0.1271","79","18","0.0717","4897.61"
"607","12170","2025-04-12","1156","200179.74","0.2125","63","25","0.0581","31365.76"
"608","12620","2025-10-24","1765","95479.23","0.2119","31","12","0.0724","556.99"
"609","9429","2025-08-03","1317","232748.74","0.0404","19","29","0.0778","12941.5"
"610","14769","2025-04-21","121","122380.91","0.0865","18","16","0.0245","36952.15"
"611","8055","2025-10-18","1420","36838.01","0.1819","16","3","0.0211","16127.68"
"612","3271","2025-04-13","489","19192.27","0.0815","59","9","0.0758","43041.7"
"613","6178","2025-05-22","833","81605.94","0.1619","29","12","0.0783","27160.5"
"614","3735","2025-01-16","203","34444.42","0.2347","18","14","0.0333","37292.31"
"615","6410","2025-10-02","596","241030.46","0.2058","60","7","0.0162","47975.92"
"616","11790","2025-11-27","1192","222570.59","0.1221","32","12","0.0288","9401.02"
"617","353","2025-12-12","1435","125059.44","0.0801","46","12","0.1028","47176.55"
"618","12067","2025-08-14","1387","276407.24","0.1082","59","25","0.0992","11171.9"
"619","11807","2025-03-09","1552","86192.81","0.0227","7","23","0.0016","15987.39"
"620","14983","2025-02-10","176","160361.45","0.2259","72","21","0.156","38448.57"
"621","8650","2025-02-12","1449","18340.73","0.0714","43","24","0.0278","19507.88"
"622","13635","2025-01-02","217","7901.22","0.0949","24","14","0.1525","6367.1"
"623","10218","2025-11-14","1489","131929.76","0.0555","62","14","0.1573","30942.98"
"624","9847","2025-05-30","1696","273672.5","0.1175","41","30","0.004","34755.23"
"625","8404","2025-05-04","1557","144634.43","0.1788","56","4","0.1354","37679.27"
"626","5738","2025-10-08","1620","173279.07","0.0082","54","16","0.1279","6456.4"
"627","3926","2025-08-24","306","248322.34","0.185","69","28","0.0667","36904.66"
"628","10742","2025-11-29","1366","148627.23","0.1505","66","26","0.1169","42983.28"
"629","7866","2025-11-27","338","144111.04","0.2087","19","22","0.1064","10986.79"
"630","10552","2025-01-11","1300","145847.38","0.2125","84","30","0.1051","16739.66"
"631","9452","2025-07-08","1086","217718.75","0.0442","70","16","0.0864","50929.72"
"632","8340","2025-03-28","496","24906.8","0.0054","20","18","0.0506","36125.21"
"633","5646","2025-04-21","879","214902.92","0.1492","13","13","0.0266","12002.72"
"634","2404","2025-12-28","46","217072.4","0.028","75","21","0.1423","570.37"
"635","14230","2025-03-26","1134","75533.4","0.1143","19","26","0.0171","22231.75"
"636","13441","2025-01-02","1470","122595.15","0.1132","85","26","0.1257","45390.16"
"637","14140","2025-12-03","60","87669.69","0.1693","72","17","0.0308","42918.73"
"638","4131","2025-10-07","329","40377.87","0.0296","60","25","0.0454","46705.7"
"639","13996","2025-09-03","479","64729.05","0.0749","38","13","0.0321","42589.18"
"640","2992","2025-09-06","1255","79364.88","0.2133","84","17","0.0843","36689.87"
"641","3672","2025-12-20","427","63286.99","0.1359","40","22","0.1404","27692.48"
"642","13545","2025-04-01","1253","123474.93","0.2021","86","20","0.0507","2914.31"
"643","3811","2025-12-08","270","65049.67","0.2258","81","2","0.0926","18986.67"
"644","3331","2025-09-17","1288","260857.25","0.2271","73","14","0.0018","18010.67"
"645","3103","2025-02-03","1020","29092.73","0.1635","66","14","0.039","42140.79"
"646","2565","2025-02-14","1406","51567.64","0.0686","24","12","0.046","4482.46"
"647","10013","2025-01-19","1289","273990.24","0.0991","11","22","0.0452","34046.5"
"648","2248","2025-01-17","1746","192773.55","0.1846","86","19","0.0746","25101.72"
"649","9943","2025-01-23","1588","80647.37","0.1289","84","28","0.0616","48399.11"
"650","14774","2025-05-28","1783","223774.92","0.2492","24","7","0.0718","41799.14"
"651","11647","2025-06-21","1044","85209.34","0.1621","11","29","0.0958","45085.41"
"652","12986","2025-03-10","127","20354.51","0.1575","49","29","0.1089","33720.63"
"653","7530","2025-11-19","1156","136041.29","0.0298","66","10","0.0491","42349.92"
"654","12310","2025-11-26","724","260463.35","0.0232","42","14","0.0075","6480.67"
"655","8821","2025-12-17","1194","112782.07","0.0104","5","23","0.1289","24840.2"
"656","3341","2025-01-03","1548","57039.71","0.0102","47","19","0.0835","17283.55"
"657","14925","2025-09-11","412","219769.49","0.228","22","0","0.0425","28411.52"
"658","14512","2025-08-27","373","279055.53","0.1832","84","19","0.1515","51642.65"
"659","11471","2025-03-30","1375","52432.54","0.1516","52","11","0.1101","20244.33"
"660","2509","2025-02-08","1601","77524.29","0.0414","52","22","0.0215","9186.73"
"661","3819","2025-01-05","200","274376.87","0.0271","68","0","0.0491","22072.58"
"662","3357","2025-06-25","270","7572.69","0.1752","16","5","0.009","10868.48"
"663","5486","2025-04-17","937","231488.34","0.0379","69","13","0.0009","20395.25"
"664","9856","2025-11-29","1163","91106.25","0.2425","54","4","0.135","4393.47"
"665","3683","2025-12-28","1281","202276.58","0.0267","6","2","0.1042","40592.95"
"666","9434","2025-11-02","1746","251714.51","0.1681","64","13","0.0622","1766.21"
"667","12678","2025-03-18","1037","122897.84","0.2306","68","28","0.12","22112.22"
"668","234","2025-10-04","1715","112169.38","0.2022","66","12","0.0805","16468.62"
"669","6420","2025-06-16","546","12289.94","0.0297","22","27","0.061","13384.44"
"670","11739","2025-07-14","411","95003.8","0.2349","13","4","0.0352","34959.25"
"671","4947","2025-04-09","1641","28716.82","0.2421","46","16","0.0218","40086.58"
"672","3137","2025-10-13","16","273928.05","0.0168","48","17","0.1267","21762.34"
"673","13163","2025-07-19","322","195954.99","0.1599","84","10","0.1329","2038.2"
"674","292","2025-08-25","438","269765.2","0.16","60","27","0.1232","50679.97"
"675","6289","2025-06-21","865","199800.2","0.1859","84","0","0.1344","10322.84"
"676","10300","2025-05-02","1088","237151.21","0.0183","45","20","0.0259","15624.75"
"677","2773","2025-12-09","62","30050.63","0.0022","65","29","0.1592","26379.29"
"678","3452","2025-01-02","121","218832.28","0.1023","34","14","0.0396","6667.21"
"679","10777","2025-07-07","130","188245.16","0.0393","77","14","0.1455","51941.78"
"680","99","2025-07-31","1178","217054.32","0.2235","69","29","0.1133","28880.53"
"681","2725","2025-05-25","1528","132712.45","0.0853","74","11","0.1314","6899.91"
"682","9752","2025-12-06","430","267955.09","0.1611","42","24","0.0928","50889.67"
"683","12646","2025-09-16","377","141756.52","0.2494","27","2","0.0062","17100.83"
"684","7306","2025-12-11","1180","254298.29","0.132","8","12","0.0957","49168.16"
"685","2687","2025-01-19","1772","42322.35","0.1514","12","28","0.1412","46537.63"
"686","2496","2025-10-27","658","132566.67","0.0229","16","5","0.1486","12865.56"
"687","11937","2025-02-02","335","836.16","0.2415","49","27","0.0776","28344.21"
"688","4706","2025-08-24","1166","223169.05","0.1343","13","18","0.0525","17425.55"
"689","3655","2025-10-27","1732","121445.41","0.0684","2","14","0.0592","24825.55"
"690","9321","2025-05-12","1231","179069.31","0.0104","15","6","0.1488","49427.7"
