"card_id","cardholder_id","issue_date","status","card_product","network","credit_limit","card_present_usage_ratio","digital_wallet_flag"
"380","5424","2021-01-07","active","premium","amex","10958.12","0.283","1"
"381","13403","2023-08-20","temporarily_blocked","business","amex","26788.02","0.756","0"
"382","5151","2021-05-16","active","travel_rewards","mastercard","32006.76","0.82","1"
"383","11951","2020-08-21","temporarily_blocked","student","mastercard","33091.38","0.57","1"
"384","2678","2023-08-19","temporarily_blocked","business","visa","4051.53","0.207","0"
"385","13535","2023-01-03","active","travel_rewards","mastercard","1808.25","0.32","1"
"386","17133","2024-12-20","reissued","travel_rewards","visa","37446.14","0.221","1"
"387","7668","2024-09-17","temporarily_blocked","premium","mastercard","18195.73","0.674","0"
"388","9891","2020-01-11","reissued","student","amex","28302.95","0.59","0"
"389","1960","2020-07-31","closed","premium","mastercard","35295.39","0.848","0"
"390","5009","2023-07-30","temporarily_blocked","cashback","visa","6023.54","0.738","1"
"391","7632","2022-03-29","closed","travel_rewards","mastercard","38148.16","0.067","0"
"392","12322","2021-08-14","closed","student","visa","6158.04","0.179","0"
"393","2575","2023-12-02","reissued","cashback","visa","12380.62","0.365","1"
"394","14603","2022-12-18","reissued","cashback","amex","21572.41","0.442","0"
"395","6310","2025-10-30","reissued","premium","mastercard","36673.74","0.447","1"
"396","2290","2021-03-11","temporarily_blocked","cashback","mastercard","18264.25","0.261","1"
"397","7527","2023-03-03","closed","student","mastercard","2787.61","0.623","1"
"398","13409","2025-08-03","reissued","business","amex","13100.91","0.831","0"
"399","103","2021-09-01","closed","cashback","amex","544.04","0.146","1"
"400","11633","2022-12-05","temporarily_blocked","cashback","visa","7211.31","0.042","0"
"401","9202","2020-04-28","closed","travel_rewards","visa","11407.46","0.544","1"
"402","7405","2019-08-05","reissued","student","mastercard","33405.12","0.661","0"
"403","16918","2024-08-28","reissued","travel_rewards","amex","36626.18","0.455","1"
"404","14710","2021-09-15","reissued","premium","visa","11267.64","0.445","1"
"405","1558","2024-10-23","closed","business","amex","17285.15","0.227","0"
"406","10208","2021-02-15","reissued","student","amex","18250.17","0.902","1"
"407","137","2021-08-15","reissued","premium","visa","4746.67","0.283","1"
"408","7262","2020-02-08","reissued","student","mastercard","7833.82","0.423","1"
"409","4219","2021-06-30","reissued","business","amex","37791.73","0.33","0"
"410","17309","2021-02-02","active","business","mastercard","39072.98","0.301","1"
"411","16308","2024-07-04","temporarily_blocked","travel_rewards","visa","39706.23","0.739","0"
"412","10952","2021-08-18","temporarily_blocked","cashback","mastercard","10513.8","0.632","0"
"413","7275","2019-11-27","active","premium","visa","22129.97","0.199","0"
"414","12273","2021-08-20","closed","cashback","mastercard","13648.72","0.231","1"
"415","16499","2020-11-28","reissued","student","amex","19556.58","0.426","0"
"416","16486","2023-09-03","closed","student","amex","33137.31","0.1","1"
"417","9712","2023-02-06","reissued","travel_rewards","visa","12858.44","0.524","1"
"418","5510","2021-05-29","active","student","visa","12032.67","0.495","0"
"419","15789","2020-08-27","reissued","student","visa","19750.56","0.633","0"
"420","3424","2020-01-11","active","student","mastercard","34383.09","0.104","0"
"421","2420","2022-09-17","reissued","cashback","amex","28423.82","0.665","0"
"422","13043","2025-07-26","closed","travel_rewards","visa","4363.75","0.825","1"
"423","4536","2019-02-16","temporarily_blocked","cashback","visa","14001.83","0.702","0"
"424","13298","2024-06-08","closed","travel_rewards","amex","37779.78","0.578","1"
"425","2864","2020-01-23","closed","business","visa","33798.61","0.397","1"
"426","10973","2025-07-10","active","student","mastercard","24756.82","0.346","0"
"427","8179","2020-05-09","reissued","student","mastercard","11381.81","0.17","0"
"428","13964","2025-03-30","reissued","student","visa","33217.43","0.19","1"
"429","6725","2021-11-27","temporarily_blocked","cashback","amex","17741.45","0.507","0"
"430","13913","2021-11-12","reissued","premium","amex","11798.96","0.253","1"
"431","16868","2024-04-14","reissued","cashback","amex","39423.07","0.14","1"
"432","16682","2021-09-24","reissued","cashback","visa","30707.01","0.676","0"
"433","6145","2019-06-22","closed","travel_rewards","visa","17438.16","0.503","0"
"434","10148","2022-01-10","temporarily_blocked","business","mastercard","16905.11","0.661","0"
"435","5424","2021-07-11","active","cashback","amex","16816.86","0.086","0"
"436","1774","2022-05-10","closed","premium","visa","32276.58","0.548","0"
"437","15603","2019-06-14","temporarily_blocked","business","mastercard","30762.78","0.883","0"
"438","6178","2019-10-17","active","student","mastercard","10059.52","0.455","1"
"439","17017","2020-05-09","closed","travel_rewards","visa","11647.31","0.671","0"
"440","10861","2025-04-24","reissued","travel_rewards","amex","28859.04","0.455","0"
"441","14520","2024-10-31","temporarily_blocked","premium","mastercard","13469.51","0.177","1"
"442","7016","2020-06-06","temporarily_blocked","student","mastercard","4549.55","0.545","1"
"443","17926","2024-10-21","temporarily_blocked","travel_rewards","amex","24239.48","0.642","1"
"444","3272","2022-09-30","temporarily_blocked","student","amex","34319.45","0.081","1"
"445","17609","2019-07-05","reissued","cashback","amex","23196.8","0.318","1"
"446","1585","2022-03-27","temporarily_blocked","premium","visa","35465.22","0.621","1"
"447","9267","2023-02-10","active","student","amex","25879.9","0.114","1"
"448","5605","2019-09-03","reissued","cashback","visa","1442.68","0.488","1"
"449","9760","2024-04-16","closed","cashback","mastercard","29377.12","0.852","1"
"450","13309","2024-07-04","closed","premium","visa","12031.2","0.485","0"
"451","12097","2025-07-11","temporarily_blocked","cashback","amex","17948.65","0.807","1"
"452","5019","2025-01-01","temporarily_blocked","premium","visa","23663.3","0.244","1"
"453","6928","2023-01-09","reissued","cashback","visa","39870.18","0.762","0"
"454","3976","2021-09-29","active","travel_rewards","mastercard","8164.79","0.213","1"
"455","6821","2025-09-30","closed","student","amex","6941.74","0.779","0"
"456","12137","2019-11-15","active","premium","mastercard","618.48","0.457","0"
"457","11372","2021-06-05","reissued","premium","amex","37563.83","0.835","0"
"458","12885","2022-03-27","reissued","business","amex","2877.46","0.318","0"
"459","1916","2022-12-13","temporarily_blocked","cashback","mastercard","36052.46","0.574","0"
"460","2237","2023-11-01","reissued","cashback","amex","12919.23","0.087","0"
"461","14860","2021-05-23","closed","travel_rewards","amex","28594.52","0.651","1"
"462","13323","2022-05-06","reissued","premium","visa","27033.04","0.69","0"
"463","15899","2022-07-13","closed","travel_rewards","mastercard","21678.51","0.889","0"
"464","5071","2020-05-27","active","cashback","mastercard","14905.82","0.08","1"
"465","2718","2024-02-19","closed","cashback","mastercard","6604.6","0.294","0"
"466","15333","2023-09-01","closed","business","mastercard","10578.48","0.665","1"
"467","16309","2022-05-14","temporarily_blocked","cashback","visa","12315.64","0.722","0"
"468","11666","2025-02-13","temporarily_blocked","cashback","amex","28815.81","0.276","0"
"469","903","2019-06-09","active","business","visa","27310.55","0.528","1"
"470","11894","2021-12-30","closed","cashback","mastercard","39698.85","0.898","0"
"471","9306","2019-08-11","reissued","travel_rewards","amex","10175.02","0.168","1"
"472","437","2022-09-05","reissued","student","amex","12938.49","0.477","1"
"473","13358","2024-11-08","active","business","mastercard","25733.47","0.743","0"
"474","7374","2020-02-04","temporarily_blocked","business","mastercard","5129.31","0.32","0"
"475","9689","2020-03-06","active","travel_rewards","amex","6741.35","0.583","1"
"476","10941","2020-05-15","closed","business","amex","8757.76","0.083","1"
"477","5508","2022-07-01","temporarily_blocked","business","amex","12170.15","0.5","1"
"478","14560","2024-06-23","reissued","student","mastercard","36356.71","0.633","1"
"479","17446","2021-07-01","temporarily_blocked","cashback","mastercard","38568.18","0.47","1"
"480","8863","2022-01-16","active","premium","mastercard","21364.53","0.477","1"
"481","1118","2024-01-06","active","premium","amex","16325.23","0.344","0"
"482","10590","2023-06-08","reissued","travel_rewards","mastercard","10059.09","0.141","1"
"483","3172","2024-02-04","active","cashback","amex","3679.39","0.387","1"
"484","7665","2021-11-27","active","student","mastercard","2025.06","0.466","1"
"485","6900","2023-09-20","active","cashback","visa","33960.27","0.122","0"
"486","11415","2024-12-22","reissued","business","mastercard","31055.87","0.184","0"
"487","17036","2022-11-20","temporarily_blocked","student","amex","23227.3","0.478","1"
"488","12698","2022-10-07","reissued","cashback","mastercard","1537.31","0.309","1"
"489","4365","2021-09-21","closed","business","visa","4010.05","0.685","0"
"490","177","2025-07-03","reissued","business","visa","3142.48","0.883","0"
"491","1998","2019-04-24","reissued","cashback","amex","1058.83","0.282","1"
"492","13548","2020-07-19","active","business","visa","20007.46","0.335","0"
"493","14254","2023-01-03","closed","premium","mastercard","780.2","0.383","1"
"494","17137","2022-01-26","reissued","premium","mastercard","5747.37","0.218","1"
"495","12708","2019-07-15","active","business","mastercard","24235.73","0.384","0"
"496","14092","2019-11-13","temporarily_blocked","travel_rewards","amex","18606.01","0.221","1"
"497","14455","2019-10-01","closed","travel_rewards","mastercard","39511.83","0.027","0"
"498","13975","2021-02-25","closed","cashback","amex","21803.85","0.623","1"
"499","4235","2022-02-20","active","business","amex","26079.72","0.401","1"
"500","5485","2025-08-11","temporarily_blocked","business","amex","17741.32","0.6","1"
"501","12442","2024-06-24","reissued","travel_rewards","mastercard","18300.27","0.691","1"
"502","3800","2023-09-07","active","cashback","amex","14455.23","0.583","1"
"503","7260","2022-11-18","active","premium","mastercard","22108.44","0.802","1"
"504","11512","2025-01-15","temporarily_blocked","travel_rewards","visa","18593.73","0.55","1"
"505","11775","2022-06-01","active","business","amex","17548.9","0.89","0"
"506","6013","2022-10-01","closed","travel_rewards","visa","1293.63","0.319","0"
"507","13361","2019-02-07","reissued","cashback","mastercard","38694.31","0.15","1"
"508","17390","2024-08-25","temporarily_blocked","business","visa","24471.93","0.046","1"
"509","2488","2020-08-03","reissued","student","mastercard","17190.73","0.255","1"
"510","15524","2020-10-11","temporarily_blocked","student","visa","11120.2","0.027","1"
"511","13799","2021-10-16","closed","student","visa","18416.71","0.62","1"
"512","5683","2025-10-29","closed","student","mastercard","29367.53","0.27","0"
"513","48","2021-03-08","reissued","cashback","amex","13973.16","0.408","1"
"514","2603","2020-04-09","reissued","travel_rewards","amex","2876.02","0.745","1"
"515","1294","2023-07-10","active","cashback","amex","25122.28","0.437","1"
"516","4065","2025-02-08","temporarily_blocked","student","amex","36952.67","0.452","1"
"517","6845","2024-05-09","active","cashback","mastercard","16825.1","0.117","0"
"518","7093","2023-08-16","reissued","cashback","mastercard","29062.32","0.87","0"
"519","15911","2025-06-01","reissued","student","visa","6894.83","0.126","1"
"520","12940","2024-03-17","temporarily_blocked","business","visa","10254.37","0.656","1"
"521","5257","2019-06-07","reissued","student","mastercard","31913.62","0.503","1"
"522","8869","2020-08-29","reissued","travel_rewards","amex","29986.88","0.705","1"
"523","12577","2021-05-08","temporarily_blocked","student","visa","39021.97","0.435","0"
"524","16887","2024-05-24","reissued","premium","amex","35451.31","0.376","0"
"525","9643","2020-01-24","closed","cashback","visa","29446.41","0.402","0"
"526","14124","2021-04-15","closed","cashback","amex","25599.42","0.208","0"
"527","10139","2019-06-11","temporarily_blocked","travel_rewards","mastercard","30207.11","0.436","0"
"528","6747","2023-11-23","active","student","amex","25774.31","0.193","0"
"529","9607","2025-06-13","reissued","premium","amex","33512.5","0.728","0"
"530","5851","2023-09-16","closed","premium","mastercard","22883.21","0.915","0"
"531","922","2021-07-04","closed","cashback","mastercard","28790.0","0.665","0"
"532","5260","2019-02-18","temporarily_blocked","travel_rewards","mastercard","1083.75","0.454","1"
"533","13029","2022-01-09","reissued","cashback","amex","966.39","0.54","0"
"534","4671","2024-02-12","reissued","premium","amex","23091.98","0.314","0"
"535","7409","2023-08-06","closed","student","mastercard","15962.59","0.67","0"
"536","7871","2019-04-11","closed","cashback","visa","25482.36","0.648","0"
"537","14273","2022-08-12","active","business","mastercard","11479.33","0.249","0"
"538","6522","2025-02-20","active","student","amex","11546.84","0.89","0"
"539","13780","2021-09-13","temporarily_blocked","cashback","visa","2590.96","0.461","0"
"540","2858","2022-02-04","active","business","amex","8067.4","0.611","0"
"541","4360","2019-05-19","reissued","premium","mastercard","4628.54","0.219","1"
"542","5806","2024-07-28","closed","business","mastercard","13259.3","0.222","1"
"543","8078","2020-11-27","closed","business","visa","23288.55","0.935","0"
"544","13605","2019-08-22","reissued","cashback","visa","5633.56","0.418","0"
"545","15796","2021-12-06","closed","student","amex","29542.95","0.829","0"
"546","11018","2020-02-24","temporarily_blocked","travel_rewards","mastercard","1394.95","0.447","0"
"547","9922","2022-07-22","reissued","premium","visa","38705.09","0.671","0"
"548","14602","2022-01-31","active","cashback","mastercard","13154.99","0.815","0"
"549","1706","2021-02-09","closed","business","mastercard","23374.36","0.69","0"
"550","4077","2020-03-19","reissued","cashback","visa","1682.8","0.94","1"
"551","16386","2019-05-25","active","student","mastercard","16488.6","0.791","0"
"552","7717","2022-10-02","active","business","visa","27958.53","0.655","1"
"553","3915","2024-11-10","closed","student","mastercard","10439.56","0.137","1"
"554","443","2023-01-13","reissued","travel_rewards","mastercard","38053.13","0.431","0"
"555","15397","2025-07-05","reissued","student","amex","38414.77","0.61","1"
"556","8323","2019-07-24","active","premium","visa","4942.32","0.165","0"
"557","13518","2021-11-24","active","premium","amex","4064.53","0.271","1"
"558","16123","2023-01-10","active","travel_rewards","amex","7577.39","0.182","0"
"559","11255","2019-03-17","temporarily_blocked","student","visa","23527.66","0.307","0"
"560","3581","2021-07-20","active","business","visa","17252.37","0.714","1"
"561","12552","2022-09-09","active","cashback","visa","35381.75","0.518","1"
"562","12759","2025-07-22","active","student","amex","24014.31","0.101","0"
"563","561","2025-01-27","active","student","visa","7024.19","0.818","0"
"564","15071","2025-06-11","temporarily_blocked","student","visa","12701.09","0.707","1"
"565","13777","2025-10-21","temporarily_blocked","business","amex","20815.65","0.525","1"
"566","4637","2020-05-10","closed","student","visa","38696.24","0.72","1"
"567","6204","2025-04-09","active","premium","visa","14285.77","0.102","1"
"568","8948","2025-05-13","temporarily_blocked","student","mastercard","16737.98","0.757","0"
"569","17938","2022-06-06","temporarily_blocked","cashback","amex","9060.63","0.484","0"
"570","4176","2022-05-22","closed","business","mastercard","5873.34","0.254","0"
"571","7404","2020-05-06","closed","business","mastercard","35562.41","0.431","0"
"572","6244","2020-07-16","active","cashback","visa","5492.02","0.243","1"
"573","16333","2023-11-01","active","travel_rewards","amex","6054.01","0.598","1"
"574","8811","2025-02-11","active","cashback","visa","33881.82","0.401","0"
"575","3615","2019-06-02","closed","student","mastercard","2382.07","0.686","0"
"576","17704","2022-11-17","reissued","premium","visa","8764.29","0.54","0"
"577","9473","2024-02-20","active","premium","visa","2865.52","0.273","1"
"578","4645","2019-12-11","temporarily_blocked","premium","mastercard","11815.09","0.129","0"
"579","16483","2019-06-19","reissued","business","visa","29586.0","0.607","0"
"580","7353","2024-09-08","closed","premium","visa","38203.02","0.338","0"
"581","10389","2025-07-14","active","cashback","mastercard","9463.61","0.839","0"
"582","7394","2022-11-01","temporarily_blocked","premium","amex","24499.54","0.155","0"
"583","8183","2025-09-11","reissued","premium","visa","7733.12","0.358","0"
"584","6920","2022-08-04","closed","cashback","mastercard","2039.69","0.193","1"
"585","5493","2023-12-31","reissued","travel_rewards","visa","15752.94","0.383","1"
"586","5743","2019-10-15","active","student","amex","23343.29","0.632","0"
"587","11988","2025-01-01","active","premium","amex","39273.8","0.183","0"
"588","10495","2024-05-07","temporarily_blocked","premium","mastercard","35279.88","0.142","0"
"589","17790","2021-07-01","reissued","cashback","mastercard","20561.62","0.151","1"
"590","16268","2023-01-17","reissued","travel_rewards","amex","3349.18","0.161","0"
"591","1428","2022-03-31","reissued","cashback","visa","16701.29","0.092","0"
"592","7504","2022-09-03","reissued","premium","visa","32336.95","0.056","0"
"593","4101","2025-07-13","temporarily_blocked","business","mastercard","24667.21","0.512","0"
