"transaction_id","cardholder_id","card_id","merchant_id","transaction_date","merchant_category","transaction_amount","merchant_country","entry_mode","transaction_currency"
"896","13197","24220","1144","2025-01-20","cash_advance","5672.45","ae","wallet","eur"
"897","6638","12112","6494","2025-09-05","travel","1014.34","us","chip","usd"
"898","985","6224","686","2025-03-03","fuel","8648.76","fr","ecommerce","cad"
"899","13627","5148","3468","2025-10-27","jewelry","2384.05","br","wallet","usd"
"900","15062","16838","7104","2025-08-17","electronics","2966.9","br","ecommerce","usd"
"901","2077","11725","2792","2025-11-20","cash_advance","4121.64","mx","chip","eur"
"902","17749","14823","14413","2025-11-10","electronics","8995.9","sg","contactless","gbp"
"903","12151","8659","10578","2025-11-25","grocery","5003.45","mx","chip","usd"
"904","3703","7976","1347","2025-06-21","travel","6854.06","uk","ecommerce","cad"
"905","8637","23959","14685","2025-01-13","cash_advance","4708.83","br","chip","eur"
"906","13267","11715","9270","2025-06-02","jewelry","7648.62","uk","wallet","gbp"
"907","9664","10742","14823","2025-07-14","gaming","5398.28","sg","manual_keyed","cad"
"908","6263","80","2179","2025-02-23","travel","1330.19","de","chip","usd"
"909","11577","4975","3226","2025-05-26","gaming","8116.61","sg","contactless","eur"
"910","8360","12606","9259","2025-06-19","electronics","8296.15","fr","manual_keyed","eur"
"911","11115","5556","14008","2025-10-05","digital_services","7280.4","ae","chip","usd"
"912","16998","8444","14020","2025-09-17","cash_advance","397.05","de","contactless","cad"
"913","7576","6958","19","2025-11-15","jewelry","7115.62","de","wallet","gbp"
"914","7121","4775","2","2025-12-13","fuel","1394.35","sg","ecommerce","gbp"
"915","4500","23470","7717","2025-12-05","travel","1499.12","us","manual_keyed","cad"
"916","9555","15960","9494","2025-06-10","grocery","4711.33","de","ecommerce","cad"
"917","16752","4400","6680","2025-11-06","jewelry","5839.94","mx","wallet","usd"
"918","7220","6774","2112","2025-07-25","cash_advance","2576.62","mx","chip","cad"
"919","2821","13098","6950","2025-08-04","digital_services","7311.34","fr","wallet","usd"
"920","10546","14779","9693","2025-01-20","travel","8609.13","mx","contactless","cad"
"921","4959","7654","653","2025-01-22","jewelry","677.21","us","contactless","cad"
"922","8276","13676","9140","2025-10-12","cash_advance","6835.88","us","manual_keyed","usd"
"923","11854","22663","4280","2025-04-29","jewelry","8316.11","br","ecommerce","gbp"
"924","10044","9821","3669","2025-03-05","jewelry","7108.04","us","manual_keyed","usd"
"925","8708","1906","6797","2025-08-19","fuel","4480.73","de","chip","gbp"
"926","9031","13702","14060","2025-07-31","travel","323.2","us","wallet","cad"
"927","16359","22767","2299","2025-11-09","digital_services","1463.99","br","ecommerce","usd"
"928","8550","15930","2353","2025-09-21","electronics","9306.21","uk","contactless","eur"
"929","17146","21692","7233","2025-12-02","travel","7685.6","br","chip","usd"
"930","5955","14940","7228","2025-02-07","jewelry","5114.99","br","wallet","usd"
"931","5118","9396","1609","2025-11-24","electronics","7230.6","br","manual_keyed","gbp"
"932","1655","3223","7510","2025-09-30","grocery","5296.21","mx","wallet","usd"
"933","11024","4811","7604","2025-07-24","jewelry","9224.51","ae","manual_keyed","gbp"
"934","6996","11817","5011","2025-06-05","digital_services","5789.74","fr","ecommerce","eur"
"935","15820","2899","2395","2025-11-04","electronics","3976.7","de","manual_keyed","gbp"
"936","7542","6477","2288","2025-07-25","electronics","2280.51","fr","ecommerce","gbp"
"937","11388","7502","9603","2025-05-05","digital_services","8599.95","ae","wallet","eur"
"938","10083","4166","14051","2025-08-08","fuel","6127.4","mx","chip","cad"
"939","13636","20860","325","2025-04-05","jewelry","7319.31","de","wallet","gbp"
"940","3991","8208","12868","2025-05-04","digital_services","3719.43","fr","wallet","cad"
"941","9667","9923","13868","2025-03-19","cash_advance","1238.47","sg","manual_keyed","cad"
"942","10667","18576","4751","2025-12-25","electronics","9227.14","uk","manual_keyed","gbp"
"943","16417","14405","10802","2025-11-02","travel","9264.36","sg","ecommerce","usd"
"944","17981","18441","85","2025-01-31","digital_services","4856.53","mx","wallet","gbp"
"945","5442","12835","2957","2025-01-11","fuel","203.34","us","contactless","eur"
"946","9949","11757","2931","2025-12-18","jewelry","8166.29","sg","wallet","usd"
"947","5824","16044","1131","2025-10-03","fuel","8349.22","fr","manual_keyed","eur"
"948","12977","19249","8284","2025-06-11","grocery","3472.96","mx","manual_keyed","usd"
"949","16438","8690","4042","2025-04-30","digital_services","8135.89","mx","chip","cad"
"950","4920","4136","5003","2025-05-29","gaming","6233.49","us","contactless","usd"
"951","6200","8130","1024","2025-12-26","fuel","3062.23","br","contactless","eur"
"952","6642","13964","930","2025-05-12","jewelry","8618.15","ae","ecommerce","usd"
"953","12769","11145","10944","2025-10-19","fuel","1632.07","ae","chip","eur"
"954","2009","12422","10768","2025-07-30","cash_advance","9297.87","mx","contactless","usd"
"955","9506","17331","4631","2025-07-28","cash_advance","9389.39","br","manual_keyed","cad"
"956","16552","9945","12715","2025-11-03","electronics","708.95","de","wallet","gbp"
"957","3330","7124","11393","2025-05-29","travel","335.27","us","wallet","eur"
"958","12726","8589","658","2025-12-25","fuel","2989.69","mx","wallet","usd"
"959","11721","16598","2072","2025-11-08","travel","5665.52","mx","ecommerce","gbp"
"960","9081","1825","13148","2025-07-29","jewelry","3669.08","sg","manual_keyed","usd"
"961","3213","4603","3573","2025-04-02","jewelry","6809.16","mx","ecommerce","eur"
"962","15888","13433","7937","2025-01-05","gaming","8951.66","us","wallet","eur"
"963","744","11260","43","2025-10-10","cash_advance","4039.2","fr","ecommerce","eur"
"964","4627","20615","7773","2025-02-10","travel","2462.49","sg","contactless","usd"
"965","7920","10590","7625","2025-08-28","electronics","5177.88","br","wallet","cad"
"966","4147","13189","10438","2025-01-09","digital_services","837.62","uk","ecommerce","eur"
"967","17555","9931","13434","2025-06-23","fuel","1592.99","mx","ecommerce","usd"
"968","11966","23667","12412","2025-01-02","digital_services","6863.69","us","contactless","gbp"
"969","5991","9430","13525","2025-08-25","electronics","5076.07","br","manual_keyed","gbp"
"970","8292","7376","12678","2025-01-17","grocery","3856.61","br","manual_keyed","cad"
"971","3965","23140","11724","2025-06-25","digital_services","6736.57","br","manual_keyed","cad"
"972","17519","9736","12488","2025-10-09","grocery","2196.7","de","contactless","cad"
"973","13883","1763","10131","2025-03-27","digital_services","5912.57","ae","wallet","eur"
"974","6114","6889","7619","2025-05-30","digital_services","4237.46","uk","ecommerce","usd"
"975","9973","23557","2925","2025-12-11","cash_advance","1599.29","mx","ecommerce","usd"
"976","16290","7976","6319","2025-12-10","grocery","8744.34","br","chip","cad"
"977","14947","11308","2814","2025-03-02","fuel","7750.26","br","wallet","usd"
"978","11757","12183","8788","2025-07-01","jewelry","9115.07","br","chip","eur"
"979","10117","20520","13598","2025-03-09","fuel","2787.97","ae","ecommerce","cad"
"980","11760","14369","4549","2025-06-14","gaming","3288.21","uk","manual_keyed","cad"
"981","14859","1526","4379","2025-11-02","electronics","1334.57","ae","ecommerce","usd"
"982","1782","15619","8476","2025-06-21","digital_services","5041.94","mx","ecommerce","usd"
"983","4007","1762","7370","2025-03-02","jewelry","8500.05","sg","manual_keyed","usd"
"984","14126","3284","8849","2025-09-09","travel","853.39","mx","manual_keyed","cad"
"985","747","4208","10799","2025-05-31","gaming","8255.24","sg","ecommerce","eur"
"986","1796","16468","7368","2025-02-23","fuel","556.66","br","manual_keyed","cad"
"987","7541","4083","3691","2025-08-03","travel","5743.69","fr","wallet","cad"
"988","2863","17600","375","2025-09-24","grocery","5201.38","us","chip","usd"
"989","874","18858","6487","2025-11-01","jewelry","2217.84","br","chip","gbp"
"990","10005","7583","48","2025-02-19","gaming","5635.25","de","wallet","eur"
"991","4457","2775","7662","2025-09-20","digital_services","2950.57","us","chip","eur"
"992","3273","7690","14710","2025-05-09","jewelry","9226.87","fr","wallet","cad"
"993","8459","17525","8537","2025-07-21","travel","58.76","sg","chip","usd"
"994","3846","18640","1633","2025-10-15","travel","3138.5","de","contactless","gbp"
"995","7067","21677","4845","2025-06-02","digital_services","959.98","de","contactless","eur"
"996","13113","21878","2462","2025-07-04","travel","6137.48","de","wallet","gbp"
"997","1707","12401","12175","2025-03-03","grocery","3894.35","de","ecommerce","usd"
"998","11396","15654","2284","2025-06-17","cash_advance","3931.33","br","wallet","gbp"
"999","5416","13699","8932","2025-12-05","electronics","3929.95","uk","contactless","eur"
"1000","9939","1400","14895","2025-08-29","grocery","5805.09","ae","wallet","usd"
"1001","7085","10509","5365","2025-04-11","grocery","1209.51","us","wallet","gbp"
"1002","16810","10254","10594","2025-10-06","electronics","8328.42","us","contactless","eur"
"1003","1140","19745","13354","2025-03-22","digital_services","3667.91","fr","wallet","usd"
"1004","2203","1164","8300","2025-02-08","travel","6543.01","de","wallet","cad"
"1005","7337","4336","11222","2025-03-07","digital_services","795.95","sg","ecommerce","usd"
"1006","17879","14604","6197","2025-03-27","grocery","5008.23","de","manual_keyed","cad"
"1007","14630","22038","14902","2025-01-07","grocery","5402.54","sg","chip","usd"
"1008","503","23350","2910","2025-01-13","digital_services","1916.95","sg","wallet","usd"
"1009","320","13701","8237","2025-07-13","cash_advance","785.08","br","manual_keyed","usd"
"1010","139","1145","11399","2025-11-10","gaming","6707.33","fr","wallet","gbp"
"1011","5918","11601","4036","2025-07-17","cash_advance","2384.93","uk","chip","eur"
"1012","6797","18903","2798","2025-08-18","cash_advance","1282.05","fr","contactless","eur"
"1013","8306","17152","8398","2025-08-20","grocery","5177.59","ae","ecommerce","usd"
"1014","11674","22855","8486","2025-03-16","gaming","1991.89","mx","chip","eur"
"1015","8153","17744","11715","2025-02-06","fuel","1531.31","fr","contactless","eur"
"1016","11082","16635","13877","2025-04-16","electronics","9165.73","us","contactless","usd"
"1017","8339","7206","3869","2025-08-11","travel","2018.51","mx","chip","usd"
"1018","8319","4833","13798","2025-10-09","gaming","3980.03","fr","manual_keyed","usd"
"1019","8361","21307","12519","2025-03-02","fuel","5559.51","br","chip","cad"
"1020","17117","18544","8524","2025-11-11","jewelry","4021.73","fr","contactless","cad"
"1021","17438","973","4476","2025-03-12","jewelry","7925.95","us","chip","eur"
"1022","13976","7362","55","2025-12-08","travel","4156.25","us","chip","cad"
"1023","1545","4470","2908","2025-01-06","fuel","7347.93","mx","chip","gbp"
"1024","14296","22092","7429","2025-08-10","travel","1738.39","br","ecommerce","cad"
"1025","16075","11038","8134","2025-10-02","travel","592.43","uk","wallet","cad"
"1026","11032","9502","3916","2025-02-10","fuel","2730.36","ae","chip","cad"
"1027","5441","21950","7785","2025-05-05","digital_services","2050.04","mx","contactless","cad"
"1028","7157","25","3585","2025-08-28","jewelry","7756.11","de","manual_keyed","cad"
"1029","1343","15718","7329","2025-07-28","fuel","1694.15","us","manual_keyed","gbp"
"1030","2244","20057","7946","2025-01-31","cash_advance","6838.73","fr","contactless","gbp"
"1031","5464","18318","2232","2025-02-04","digital_services","9083.76","mx","ecommerce","gbp"
"1032","10711","20877","7637","2025-04-30","travel","6644.52","de","contactless","gbp"
"1033","9780","14277","13727","2025-01-20","travel","5166.4","uk","ecommerce","cad"
"1034","1390","16736","6037","2025-11-22","jewelry","7625.01","ae","wallet","eur"
"1035","11918","22777","10385","2025-04-27","jewelry","9241.41","fr","wallet","usd"
"1036","2239","84","11862","2025-04-16","electronics","3575.34","de","ecommerce","eur"
"1037","12404","5280","3213","2025-06-28","fuel","4260.39","mx","chip","eur"
"1038","6561","1321","14238","2025-06-30","grocery","3373.54","us","manual_keyed","usd"
"1039","708","10883","12580","2025-03-30","cash_advance","8794.39","us","contactless","eur"
"1040","9202","15640","481","2025-01-17","grocery","3028.57","de","contactless","usd"
"1041","4975","9692","3573","2025-09-11","jewelry","8905.78","fr","manual_keyed","gbp"
"1042","2906","11450","14807","2025-12-31","jewelry","2201.72","sg","manual_keyed","cad"
"1043","9301","15140","7650","2025-11-11","electronics","300.71","fr","wallet","usd"
"1044","13031","15888","8296","2025-10-14","digital_services","5224.83","br","contactless","eur"
"1045","14349","13392","10884","2025-05-05","fuel","7048.0","uk","wallet","usd"
"1046","6311","12251","5374","2025-08-19","jewelry","922.67","br","manual_keyed","cad"
"1047","1882","3098","11425","2025-07-13","jewelry","1650.17","uk","contactless","gbp"
"1048","2369","5471","9882","2025-11-10","grocery","309.78","br","chip","cad"
"1049","17146","22323","6872","2025-06-24","digital_services","5937.16","br","manual_keyed","usd"
"1050","14262","16350","9045","2025-06-26","jewelry","4905.85","de","wallet","gbp"
"1051","11640","14654","1340","2025-10-04","gaming","3333.77","de","chip","cad"
"1052","16625","19494","3157","2025-05-21","electronics","6632.04","fr","contactless","eur"
"1053","6212","7597","4553","2025-10-19","cash_advance","4263.91","de","manual_keyed","usd"
"1054","699","22872","812","2025-07-29","fuel","1720.56","mx","manual_keyed","eur"
"1055","6817","17715","5774","2025-11-20","jewelry","3181.46","de","wallet","gbp"
"1056","1618","13849","5034","2025-03-30","grocery","5453.4","us","contactless","gbp"
"1057","12272","23681","1072","2025-07-08","jewelry","4668.22","br","wallet","cad"
"1058","13239","17187","14587","2025-02-01","grocery","7807.81","sg","chip","cad"
"1059","8842","13064","12581","2025-09-15","fuel","2199.66","ae","chip","cad"
"1060","5243","5838","12774","2025-10-06","electronics","7181.84","us","wallet","gbp"
"1061","17307","23537","3425","2025-10-27","electronics","4460.6","mx","ecommerce","eur"
"1062","3269","9023","1954","2025-08-13","cash_advance","3777.39","fr","wallet","gbp"
"1063","14088","24115","10907","2025-12-17","grocery","1141.96","fr","contactless","usd"
"1064","13475","13180","14112","2025-06-15","gaming","2493.44","sg","wallet","eur"
"1065","2266","1227","3320","2025-11-04","digital_services","2363.05","fr","manual_keyed","cad"
"1066","3817","22015","12334","2025-01-24","travel","6113.86","mx","contactless","usd"
"1067","11915","9097","2038","2025-04-27","travel","1013.0","fr","wallet","eur"
"1068","13895","525","11055","2025-12-09","cash_advance","5441.26","br","chip","gbp"
"1069","10815","3659","12129","2025-05-13","electronics","2179.17","br","manual_keyed","eur"
"1070","7609","18305","1786","2025-02-25","jewelry","7230.88","de","wallet","gbp"
"1071","12027","2647","9551","2025-04-19","fuel","3311.18","uk","wallet","eur"
"1072","2740","1779","13021","2025-06-30","cash_advance","6619.62","mx","ecommerce","gbp"
"1073","16788","7208","13375","2025-11-03","gaming","8501.65","sg","contactless","eur"
"1074","3608","15503","4987","2025-09-07","cash_advance","861.26","mx","contactless","usd"
"1075","8494","13239","12127","2025-03-26","fuel","1465.2","us","manual_keyed","cad"
"1076","6296","8892","3087","2025-10-09","cash_advance","7168.71","us","ecommerce","cad"
"1077","2867","2383","11140","2025-11-20","gaming","7293.3","fr","ecommerce","eur"
"1078","15503","21165","3811","2025-11-12","travel","2041.17","mx","ecommerce","cad"
"1079","8164","7982","11029","2025-12-24","cash_advance","1344.74","mx","manual_keyed","gbp"
"1080","9977","8385","7332","2025-10-30","grocery","5063.64","fr","manual_keyed","usd"
"1081","9341","13201","6192","2025-08-16","cash_advance","5752.35","mx","contactless","gbp"
"1082","3756","15207","2691","2025-03-09","digital_services","6041.23","sg","contactless","eur"
"1083","8350","7203","7820","2025-05-23","jewelry","715.66","fr","chip","usd"
"1084","6869","10755","14785","2025-10-21","grocery","2830.43","fr","ecommerce","gbp"
"1085","6028","17690","2088","2025-10-30","digital_services","7155.5","fr","wallet","eur"
"1086","16300","8846","389","2025-09-24","digital_services","3485.21","ae","chip","gbp"
"1087","7462","15305","12104","2025-12-19","digital_services","9097.03","fr","chip","eur"
"1088","15084","17959","6201","2025-04-20","digital_services","5626.63","br","wallet","eur"
"1089","420","1434","1283","2025-11-24","digital_services","7519.03","sg","contactless","cad"
"1090","8447","5837","8762","2025-07-16","jewelry","8985.37","ae","chip","eur"
"1091","15084","9258","6110","2025-09-06","jewelry","581.86","mx","manual_keyed","usd"
"1092","17557","21750","5327","2025-06-10","grocery","4661.16","de","contactless","eur"
"1093","17609","18497","3131","2025-08-07","grocery","3169.2","uk","manual_keyed","cad"
"1094","17721","2731","3933","2025-11-24","fuel","8462.5","ae","ecommerce","cad"
"1095","5471","6310","13249","2025-06-09","fuel","4653.95","de","ecommerce","usd"
"1096","3629","11803","14485","2025-12-02","gaming","3079.42","us","ecommerce","eur"
"1097","8619","16585","1886","2025-10-10","gaming","6856.97","uk","chip","usd"
"1098","13870","1374","2348","2025-07-22","grocery","2016.84","uk","chip","gbp"
"1099","10012","1563","13494","2025-12-02","jewelry","658.42","de","manual_keyed","gbp"
"1100","11513","8894","14337","2025-07-21","gaming","7108.87","ae","wallet","eur"
"1101","7551","20127","7317","2025-10-29","gaming","7379.06","fr","ecommerce","usd"
"1102","15106","21540","3471","2025-07-26","fuel","3684.88","ae","contactless","cad"
"1103","8617","356","6128","2025-03-02","gaming","3402.26","mx","ecommerce","usd"
"1104","10766","20768","13130","2025-10-11","cash_advance","6882.07","uk","chip","eur"
"1105","7171","18629","13147","2025-07-07","gaming","7155.23","br","ecommerce","usd"
"1106","8524","1863","6452","2025-03-17","electronics","4394.9","sg","manual_keyed","usd"
"1107","11448","16105","13544","2025-06-22","travel","6528.78","uk","wallet","usd"
"1108","42","17396","11508","2025-05-11","cash_advance","8450.08","br","contactless","cad"
"1109","8611","21883","3898","2025-08-25","grocery","2522.3","de","wallet","cad"
"1110","13198","6891","7723","2025-06-13","electronics","2846.64","us","contactless","eur"
"1111","2965","6413","6264","2025-08-05","electronics","1469.24","uk","wallet","usd"
"1112","8182","17883","14375","2025-08-29","travel","263.46","us","chip","gbp"
"1113","10440","7483","4454","2025-11-17","grocery","3728.79","mx","wallet","gbp"
"1114","5446","24122","4721","2025-06-02","grocery","1808.2","mx","chip","eur"
"1115","3505","11061","10149","2025-01-09","cash_advance","563.37","mx","wallet","cad"
"1116","17922","17245","8267","2025-12-18","gaming","3307.86","mx","ecommerce","gbp"
"1117","4109","18322","8050","2025-09-20","digital_services","7083.54","us","ecommerce","cad"
"1118","9348","21959","5017","2025-07-22","fuel","553.26","fr","chip","usd"
"1119","14010","837","6393","2025-05-15","grocery","9303.59","de","manual_keyed","usd"
"1120","2881","7576","1157","2025-11-19","grocery","6272.93","ae","contactless","cad"
"1121","2210","8378","14242","2025-02-16","gaming","6494.48","mx","ecommerce","gbp"
"1122","6027","18581","13010","2025-12-03","cash_advance","7167.76","ae","contactless","usd"
"1123","5543","10310","3340","2025-02-10","travel","9273.13","ae","manual_keyed","eur"
"1124","2818","2551","6193","2025-05-03","digital_services","3034.34","br","ecommerce","usd"
"1125","7509","13007","1234","2025-12-07","jewelry","7937.35","uk","wallet","cad"
"1126","17560","9434","3824","2025-12-05","travel","4112.38","ae","chip","usd"
"1127","17984","11613","14434","2025-03-19","grocery","9097.67","us","manual_keyed","cad"
"1128","13171","3502","8754","2025-02-08","digital_services","7318.89","sg","ecommerce","eur"
"1129","6917","13028","6005","2025-11-02","digital_services","3985.31","de","manual_keyed","gbp"
"1130","6931","172","7384","2025-06-05","jewelry","1524.74","mx","ecommerce","cad"
"1131","3953","14531","599","2025-03-08","fuel","4398.69","de","wallet","gbp"
"1132","16354","20684","13990","2025-06-15","digital_services","2509.8","mx","wallet","usd"
"1133","15866","22648","8113","2025-09-06","jewelry","6738.87","uk","wallet","cad"
"1134","15516","23552","8928","2025-01-12","fuel","6383.07","sg","contactless","gbp"
"1135","15549","23282","12095","2025-01-19","electronics","4564.21","mx","ecommerce","usd"
"1136","15240","22672","11835","2025-06-22","electronics","2587.67","uk","contactless","eur"
"1137","14481","10978","6677","2025-09-16","gaming","4233.68","mx","contactless","gbp"
"1138","3432","7669","9868","2025-03-22","grocery","2469.1","ae","manual_keyed","gbp"
"1139","16394","18832","12687","2025-11-26","jewelry","6019.54","de","contactless","cad"
"1140","15113","17237","12209","2025-01-18","travel","4729.06","fr","contactless","eur"
"1141","3807","7213","7429","2025-01-06","jewelry","6826.4","br","manual_keyed","cad"
"1142","466","15339","7104","2025-07-30","grocery","4365.3","mx","wallet","eur"
"1143","17220","11745","4821","2025-01-30","digital_services","8872.87","fr","manual_keyed","usd"
"1144","10914","5317","6333","2025-08-16","gaming","2719.75","sg","contactless","eur"
"1145","544","20104","4332","2025-05-19","fuel","6675.28","ae","chip","eur"
"1146","5896","10493","10609","2025-05-07","electronics","9468.2","uk","contactless","usd"
"1147","15095","15672","4389","2025-02-13","fuel","8478.43","sg","manual_keyed","usd"
"1148","17796","15907","5135","2025-02-15","grocery","7088.28","de","contactless","usd"
"1149","9179","2248","5875","2025-10-05","electronics","5179.2","mx","chip","eur"
"1150","2198","741","7685","2025-07-06","grocery","1084.51","br","contactless","gbp"
"1151","9910","21606","3470","2025-06-06","fuel","2039.54","uk","wallet","usd"
"1152","16419","5003","2842","2025-08-04","cash_advance","1802.49","de","manual_keyed","usd"
"1153","1910","12153","3719","2025-07-07","jewelry","2744.24","mx","contactless","usd"
"1154","15923","11920","6684","2025-07-13","fuel","3416.99","us","wallet","usd"
"1155","8320","10334","1856","2025-06-18","grocery","4703.34","fr","manual_keyed","cad"
"1156","10373","15571","2351","2025-07-29","digital_services","702.96","ae","contactless","eur"
"1157","2080","17177","7128","2025-08-24","digital_services","1905.98","ae","manual_keyed","cad"
"1158","8763","23645","2792","2025-03-20","fuel","3912.19","ae","manual_keyed","gbp"
"1159","8611","9017","11579","2025-12-31","gaming","7264.69","br","manual_keyed","cad"
"1160","11591","2494","5582","2025-10-24","grocery","2877.65","us","ecommerce","usd"
"1161","17808","11778","12199","2025-03-03","jewelry","2160.45","fr","ecommerce","cad"
"1162","1969","18007","13126","2025-05-23","digital_services","6316.92","us","wallet","gbp"
"1163","9528","22370","14886","2025-07-31","grocery","8051.11","uk","manual_keyed","usd"
"1164","14625","17939","11162","2025-04-28","electronics","1555.48","br","ecommerce","eur"
"1165","7221","22599","13333","2025-10-19","gaming","806.06","uk","ecommerce","usd"
"1166","5330","13592","3776","2025-11-22","gaming","2799.28","mx","contactless","cad"
"1167","3084","3307","10669","2025-10-17","cash_advance","6807.69","uk","contactless","cad"
"1168","3976","19213","2574","2025-05-29","fuel","6558.72","fr","manual_keyed","gbp"
"1169","4204","22006","7787","2025-08-20","jewelry","8873.69","sg","wallet","cad"
"1170","5958","17854","13542","2025-06-14","digital_services","5526.13","us","wallet","eur"
"1171","2640","2104","1928","2025-10-20","electronics","6819.08","br","contactless","eur"
"1172","3658","15030","8070","2025-12-02","jewelry","6631.6","br","manual_keyed","cad"
"1173","2041","9957","11780","2025-12-03","electronics","737.66","uk","ecommerce","usd"
"1174","14139","11138","3052","2025-04-05","digital_services","1705.44","uk","manual_keyed","gbp"
"1175","5678","5045","6165","2025-03-16","digital_services","9395.25","uk","wallet","cad"
"1176","44","16346","14035","2025-12-27","electronics","8905.51","uk","contactless","usd"
"1177","1687","21280","13598","2025-07-06","electronics","7586.32","uk","chip","usd"
"1178","12706","8819","9807","2025-12-04","travel","8476.81","br","wallet","cad"
"1179","12030","23328","4520","2025-07-30","gaming","1017.26","mx","wallet","cad"
"1180","3365","3819","12741","2025-06-03","jewelry","5566.09","mx","chip","cad"
"1181","10289","18949","3282","2025-04-25","jewelry","7986.85","de","contactless","cad"
"1182","6400","22103","1957","2025-04-30","digital_services","105.96","br","contactless","gbp"
"1183","16436","15725","11880","2025-02-09","jewelry","2491.58","fr","chip","usd"
"1184","9631","15755","8251","2025-06-07","grocery","4733.16","uk","ecommerce","usd"
"1185","5438","14760","3227","2025-08-04","travel","9006.78","br","manual_keyed","gbp"
"1186","15726","10425","13364","2025-10-08","fuel","875.55","br","wallet","eur"
"1187","6575","21717","5363","2025-02-26","fuel","5727.77","ae","contactless","eur"
"1188","174","12372","3587","2025-02-05","grocery","676.74","us","manual_keyed","usd"
"1189","443","23786","12513","2025-12-26","fuel","7877.28","uk","contactless","gbp"
"1190","7679","13896","2453","2025-02-16","fuel","6998.18","de","chip","usd"
"1191","8780","22653","6660","2025-05-26","cash_advance","5294.01","ae","ecommerce","gbp"
"1192","4054","337","6417","2025-02-11","digital_services","5831.46","mx","wallet","gbp"
"1193","3329","22800","4552","2025-10-10","jewelry","917.5","us","contactless","usd"
"1194","12812","17785","14562","2025-08-16","grocery","3117.99","br","chip","gbp"
"1195","3100","18456","11439","2025-10-17","travel","5041.79","br","wallet","usd"
"1196","6108","13836","6562","2025-04-19","digital_services","1933.14","us","wallet","eur"
"1197","12599","12446","9052","2025-12-19","cash_advance","5203.19","mx","chip","cad"
"1198","17478","2389","4583","2025-11-10","digital_services","6528.78","mx","chip","cad"
"1199","9183","16566","14405","2025-08-17","fuel","444.84","sg","ecommerce","gbp"
"1200","17099","4372","2988","2025-05-12","digital_services","5232.52","us","wallet","gbp"
"1201","7073","10328","9037","2025-08-12","gaming","8326.98","mx","contactless","eur"
"1202","13109","14736","1855","2025-01-13","travel","4358.62","mx","ecommerce","eur"
"1203","10168","1436","13705","2025-10-22","travel","782.38","ae","contactless","gbp"
"1204","13820","5118","276","2025-07-04","electronics","5000.75","us","contactless","eur"
"1205","15406","14678","7613","2025-03-09","cash_advance","8399.85","sg","ecommerce","eur"
"1206","15583","16630","3731","2025-07-27","travel","7403.09","fr","ecommerce","gbp"
"1207","12392","20047","9274","2025-11-16","travel","587.36","de","ecommerce","usd"
"1208","7166","2125","7881","2025-07-14","grocery","8287.19","ae","wallet","cad"
"1209","11990","15518","6840","2025-08-03","gaming","3562.11","mx","manual_keyed","usd"
"1210","13502","5638","3748","2025-10-22","grocery","5867.9","sg","wallet","cad"
"1211","3864","11575","2575","2025-02-13","jewelry","9194.5","fr","manual_keyed","eur"
"1212","4273","740","13389","2025-08-08","cash_advance","8390.53","fr","ecommerce","gbp"
"1213","1565","12617","11831","2025-06-29","fuel","4299.95","sg","contactless","cad"
"1214","934","18021","741","2025-11-17","jewelry","5752.24","br","manual_keyed","usd"
"1215","2969","15987","4548","2025-03-22","jewelry","5514.68","ae","contactless","eur"
"1216","3262","6665","1508","2025-05-07","gaming","1810.0","mx","wallet","gbp"
"1217","9898","9443","10318","2025-04-11","gaming","7195.38","mx","contactless","cad"
"1218","13816","8707","13482","2025-04-06","gaming","280.39","mx","chip","usd"
"1219","200","5890","2921","2025-02-20","travel","487.34","ae","wallet","cad"
"1220","9096","7493","1129","2025-04-17","grocery","3160.32","uk","manual_keyed","cad"
"1221","5746","10850","11494","2025-03-15","jewelry","1290.08","fr","wallet","eur"
"1222","15374","7064","9635","2025-10-02","fuel","4831.32","fr","contactless","usd"
"1223","17456","17257","10728","2025-04-21","gaming","1969.1","de","manual_keyed","gbp"
"1224","10815","1011","765","2025-06-24","electronics","3250.74","us","contactless","usd"
"1225","9048","3258","11267","2025-08-23","travel","1256.87","de","ecommerce","gbp"
"1226","7780","17290","6578","2025-11-20","fuel","1997.56","us","wallet","gbp"
"1227","7889","8914","4846","2025-01-25","travel","317.46","us","contactless","gbp"
"1228","8360","6716","9802","2025-07-27","electronics","5265.51","br","wallet","usd"
"1229","7714","12070","1711","2025-06-20","jewelry","4148.72","mx","wallet","cad"
"1230","11966","9740","4287","2025-04-19","gaming","8451.67","fr","chip","eur"
"1231","15644","24158","1961","2025-07-26","fuel","1501.27","us","wallet","eur"
"1232","606","23962","2726","2025-10-31","cash_advance","7131.14","br","manual_keyed","eur"
"1233","14115","982","5962","2025-04-21","grocery","3369.43","uk","contactless","usd"
"1234","317","17222","8203","2025-12-26","digital_services","6290.27","mx","chip","gbp"
"1235","2978","8055","13082","2025-08-03","grocery","8899.17","fr","manual_keyed","usd"
"1236","16603","13839","6311","2025-05-10","digital_services","4290.79","sg","contactless","gbp"
"1237","17944","14366","4769","2025-11-16","fuel","5938.01","mx","manual_keyed","eur"
"1238","6338","9216","4814","2025-05-23","electronics","7790.76","de","manual_keyed","usd"
"1239","10596","23618","7361","2025-07-07","electronics","7619.55","ae","ecommerce","cad"
