"cardholder_id","credit_score_band","customer_name","home_region","customer_segment","tenure_months","travel_frequency","historical_chargeback_flag","risk_band"
"380","prime","cardholder_380","europe","affluent","64","very_frequent","0","elevated"
"381","super_prime","cardholder_381","latin_america","small_business","20","rare","0","elevated"
"382","super_prime","cardholder_382","latin_america","travel_frequent","84","rare","0","low"
"383","subprime","cardholder_383","asia_pacific","small_business","137","very_frequent","0","high"
"384","prime","cardholder_384","latin_america","affluent","83","frequent","0","moderate"
"385","prime","cardholder_385","latin_america","high_risk","175","rare","1","high"
"386","near_prime","cardholder_386","north_america","mass_market","113","very_frequent","1","high"
"387","prime","cardholder_387","europe","affluent","41","frequent","1","elevated"
"388","prime","cardholder_388","north_america","travel_frequent","171","occasional","1","elevated"
"389","subprime","cardholder_389","latin_america","affluent","25","rare","0","low"
"390","super_prime","cardholder_390","europe","affluent","3","rare","0","low"
"391","super_prime","cardholder_391","europe","small_business","19","occasional","0","low"
"392","prime","cardholder_392","asia_pacific","mass_market","77","occasional","0","moderate"
"393","subprime","cardholder_393","north_america","affluent","157","occasional","0","moderate"
"394","super_prime","cardholder_394","latin_america","affluent","56","rare","0","moderate"
"395","prime","cardholder_395","latin_america","mass_market","110","frequent","0","moderate"
"396","near_prime","cardholder_396","north_america","travel_frequent","142","frequent","0","low"
"397","near_prime","cardholder_397","europe","travel_frequent","101","frequent","0","moderate"
"398","subprime","cardholder_398","latin_america","small_business","62","very_frequent","0","low"
"399","prime","cardholder_399","north_america","high_risk","82","occasional","0","high"
"400","super_prime","cardholder_400","europe","travel_frequent","19","rare","0","low"
"401","subprime","cardholder_401","europe","travel_frequent","16","very_frequent","0","high"
"402","subprime","cardholder_402","latin_america","small_business","164","occasional","0","elevated"
"403","near_prime","cardholder_403","europe","mass_market","138","frequent","0","low"
"404","near_prime","cardholder_404","latin_america","travel_frequent","15","occasional","1","high"
"405","subprime","cardholder_405","latin_america","mass_market","80","occasional","1","moderate"
"406","super_prime","cardholder_406","europe","mass_market","89","frequent","0","moderate"
"407","subprime","cardholder_407","north_america","travel_frequent","86","very_frequent","0","low"
"408","super_prime","cardholder_408","north_america","travel_frequent","117","frequent","1","moderate"
"409","prime","cardholder_409","europe","travel_frequent","27","rare","0","low"
"410","near_prime","cardholder_410","north_america","mass_market","12","very_frequent","0","moderate"
"411","super_prime","cardholder_411","north_america","affluent","58","frequent","0","elevated"
"412","prime","cardholder_412","north_america","travel_frequent","31","rare","0","low"
"413","super_prime","cardholder_413","north_america","small_business","73","frequent","0","high"
"414","near_prime","cardholder_414","asia_pacific","mass_market","75","frequent","0","moderate"
"415","super_prime","cardholder_415","asia_pacific","small_business","51","occasional","1","high"
"416","prime","cardholder_416","europe","mass_market","163","rare","0","low"
"417","subprime","cardholder_417","asia_pacific","small_business","53","occasional","0","low"
"418","subprime","cardholder_418","asia_pacific","affluent","12","occasional","0","high"
"419","subprime","cardholder_419","latin_america","travel_frequent","149","rare","0","high"
"420","super_prime","cardholder_420","north_america","mass_market","170","occasional","0","elevated"
"421","prime","cardholder_421","latin_america","travel_frequent","82","very_frequent","0","low"
"422","subprime","cardholder_422","europe","affluent","40","rare","0","high"
"423","subprime","cardholder_423","latin_america","travel_frequent","138","frequent","0","moderate"
"424","super_prime","cardholder_424","asia_pacific","small_business","68","rare","1","elevated"
"425","near_prime","cardholder_425","north_america","high_risk","84","occasional","1","moderate"
"426","subprime","cardholder_426","latin_america","travel_frequent","174","frequent","0","moderate"
"427","super_prime","cardholder_427","latin_america","mass_market","143","occasional","1","low"
"428","subprime","cardholder_428","north_america","affluent","16","occasional","1","high"
"429","prime","cardholder_429","north_america","travel_frequent","20","rare","0","moderate"
"430","subprime","cardholder_430","europe","small_business","85","rare","1","high"
"431","super_prime","cardholder_431","europe","mass_market","102","very_frequent","1","high"
"432","near_prime","cardholder_432","asia_pacific","affluent","48","frequent","0","moderate"
"433","prime","cardholder_433","europe","mass_market","128","very_frequent","0","high"
"434","prime","cardholder_434","north_america","mass_market","99","occasional","0","moderate"
"435","super_prime","cardholder_435","north_america","high_risk","92","very_frequent","0","high"
"436","super_prime","cardholder_436","asia_pacific","travel_frequent","70","occasional","1","moderate"
"437","subprime","cardholder_437","asia_pacific","mass_market","121","frequent","0","moderate"
"438","near_prime","cardholder_438","north_america","affluent","169","occasional","0","low"
"439","prime","cardholder_439","latin_america","affluent","45","occasional","0","elevated"
