fraud_case_id,transaction_id,alert_date,fraud_type,investigation_status,chargeback_amount,loss_amount,model_score
366,86592,2025-04-21,counterfeit,confirmed_fraud,3685.13,3841.61,0.134
367,46857,2025-08-19,account_takeover,under_review,789.89,3763.31,0.878
368,51642,2025-09-30,merchant_collusion,false_positive,4997.91,5458.23,0.932
369,67100,2025-01-06,counterfeit,recovered,3997.68,2808.51,0.488
370,133709,2025-12-18,counterfeit,false_positive,3287.27,2895.35,0.202
371,20089,2025-08-18,account_takeover,confirmed_fraud,3201.18,4833.37,0.048
372,82511,2025-08-02,counterfeit,confirmed_fraud,5097.87,2353.08,0.163
373,67545,2025-01-31,card_not_present,under_review,1822.3,4758.52,0.457
374,60386,2025-03-25,account_takeover,recovered,7155.89,4711.91,0.301
375,91871,2025-06-07,merchant_collusion,false_positive,7617.37,4157.4,0.575
376,138515,2025-05-24,friendly_fraud,under_review,4530.96,3627.1,0.327
377,77119,2025-03-26,friendly_fraud,under_review,2013.67,2440.75,0.298
378,168717,2025-01-03,merchant_collusion,under_review,7962.13,1550.66,0.179
379,47031,2025-02-26,identity_theft,recovered,4957.42,2265.23,0.655
380,152053,2025-04-25,merchant_collusion,recovered,6129.19,3573.17,0.633
381,102257,2025-08-05,merchant_collusion,confirmed_fraud,5994.27,3100.85,0.547
382,85147,2025-11-24,friendly_fraud,under_review,311.41,2815.0,0.71
383,162955,2025-05-15,friendly_fraud,recovered,3876.44,3361.79,0.558
384,51329,2025-01-09,account_takeover,confirmed_fraud,7319.66,3010.28,0.922
385,125994,2025-12-11,counterfeit,recovered,4202.27,5199.15,0.057
386,174619,2025-12-10,friendly_fraud,recovered,131.79,5660.04,0.894
387,144854,2025-10-06,merchant_collusion,false_positive,3437.84,1503.01,0.981
388,11109,2025-06-09,merchant_collusion,confirmed_fraud,3903.82,929.67,0.542
389,123424,2025-07-30,identity_theft,confirmed_fraud,4817.83,2367.09,0.153
390,71452,2025-04-18,counterfeit,under_review,2669.69,1052.2,0.829
391,161640,2025-08-21,identity_theft,recovered,7248.26,1087.21,0.315
392,161361,2025-04-05,friendly_fraud,recovered,7610.02,5018.96,0.853
393,73187,2025-09-29,identity_theft,false_positive,506.33,829.26,0.2
394,171579,2025-08-20,identity_theft,confirmed_fraud,1138.31,5285.58,0.194
395,141252,2025-05-12,merchant_collusion,recovered,2178.18,902.35,0.308
396,130701,2025-11-07,counterfeit,confirmed_fraud,6013.27,293.81,0.134
397,175472,2025-02-26,card_not_present,recovered,7394.1,3255.52,0.45
398,145005,2025-12-10,friendly_fraud,false_positive,7145.64,2433.39,0.943
399,48378,2025-03-02,friendly_fraud,under_review,3358.16,1815.67,0.624
400,23843,2025-11-23,identity_theft,confirmed_fraud,5880.17,3099.84,0.419
401,45956,2025-04-13,friendly_fraud,recovered,6251.18,1894.64,0.214
402,152226,2025-12-04,card_not_present,under_review,5606.43,4248.5,0.199
403,21899,2025-05-03,account_takeover,recovered,3662.57,1874.11,0.016
404,792,2025-12-24,card_not_present,false_positive,4088.08,3643.89,0.663
405,68215,2025-03-31,card_not_present,confirmed_fraud,843.83,2707.45,0.481
406,104428,2025-06-22,card_not_present,false_positive,7560.31,2090.76,0.744
407,92084,2025-12-12,identity_theft,false_positive,7235.6,5146.83,0.621
408,97605,2025-08-05,card_not_present,confirmed_fraud,2403.03,2753.33,0.625
409,140708,2025-04-13,merchant_collusion,recovered,3104.3,2925.98,0.733
410,142413,2025-02-06,merchant_collusion,under_review,3489.26,274.25,0.423
411,91071,2025-04-26,counterfeit,under_review,1115.13,4293.0,0.804
412,179140,2025-10-07,friendly_fraud,false_positive,5526.52,2602.52,0.861
413,56811,2025-11-18,card_not_present,under_review,4815.83,3192.24,0.986
414,91458,2025-10-20,account_takeover,under_review,4714.21,4891.99,0.129
415,120191,2025-03-07,card_not_present,under_review,5116.51,4566.83,0.762
416,36761,2025-09-26,merchant_collusion,recovered,2808.15,157.49,0.31
417,145233,2025-02-13,merchant_collusion,recovered,527.54,4159.77,0.446
418,108579,2025-09-07,card_not_present,confirmed_fraud,424.25,4896.32,0.268
419,48441,2025-05-01,merchant_collusion,confirmed_fraud,3512.65,1682.42,0.089
420,136911,2025-09-04,account_takeover,confirmed_fraud,1319.75,3734.41,0.073
421,156482,2025-12-10,identity_theft,confirmed_fraud,4115.2,3948.66,0.048
422,14428,2025-01-23,counterfeit,confirmed_fraud,6441.71,4709.28,0.582
423,50461,2025-01-02,card_not_present,recovered,3868.95,480.29,0.595
424,142728,2025-09-28,friendly_fraud,recovered,5943.89,2172.21,0.565
425,8959,2025-11-05,card_not_present,confirmed_fraud,1103.1,870.25,0.394
426,130266,2025-02-13,identity_theft,recovered,6886.78,5075.83,0.793
427,134792,2025-05-03,merchant_collusion,recovered,3142.22,3199.81,0.116
428,100045,2025-04-02,card_not_present,recovered,3761.61,143.57,0.479
429,99322,2025-06-22,merchant_collusion,confirmed_fraud,5396.92,5734.93,0.488
430,112622,2025-05-29,account_takeover,false_positive,750.59,619.55,0.716
431,135336,2025-10-08,friendly_fraud,false_positive,5548.47,1319.48,0.333
432,110891,2025-11-14,friendly_fraud,recovered,4771.18,2336.56,0.574
433,89726,2025-11-10,counterfeit,recovered,1037.45,3584.09,0.574
434,90095,2025-07-27,identity_theft,false_positive,4840.42,836.36,0.259
435,20892,2025-01-15,merchant_collusion,false_positive,1115.92,2271.18,0.153
436,168087,2025-05-22,merchant_collusion,false_positive,4074.36,4064.36,0.345
437,170829,2025-12-19,card_not_present,under_review,3964.45,5357.29,0.694
438,36542,2025-08-20,identity_theft,under_review,3331.71,3568.3,0.456
439,75379,2025-07-25,account_takeover,confirmed_fraud,4253.71,973.14,0.619
440,156936,2025-10-04,identity_theft,recovered,3088.83,1835.48,0.488
441,72146,2025-05-24,merchant_collusion,confirmed_fraud,4449.24,1810.15,0.623
442,39032,2025-11-04,merchant_collusion,recovered,1292.64,2796.21,0.921
443,36058,2025-09-10,account_takeover,false_positive,1664.31,2033.27,0.519
444,114579,2025-10-17,card_not_present,false_positive,1283.34,5201.28,0.283
445,20230,2025-10-27,friendly_fraud,under_review,894.45,419.55,0.424
446,1495,2025-09-02,friendly_fraud,false_positive,4979.16,1668.09,0.79
447,153063,2025-06-02,identity_theft,under_review,434.87,4270.27,0.609
448,98862,2025-07-07,merchant_collusion,recovered,7372.15,1292.5,0.666
449,150066,2025-12-20,identity_theft,confirmed_fraud,4346.36,2539.45,0.232
450,23283,2025-11-15,identity_theft,recovered,7470.75,3766.27,0.463
451,104639,2025-08-30,account_takeover,under_review,5534.62,5411.01,0.629
452,66337,2025-03-06,card_not_present,confirmed_fraud,281.82,3226.79,0.104
453,4760,2025-09-15,card_not_present,false_positive,6738.94,1201.65,0.733
454,71988,2025-05-24,card_not_present,under_review,1417.67,3625.8,0.955
455,168427,2025-05-10,account_takeover,recovered,3505.17,3088.93,0.433
456,107078,2025-06-18,account_takeover,recovered,806.62,2564.97,0.432
457,174374,2025-05-13,friendly_fraud,recovered,6615.5,4364.57,0.899
458,132679,2025-01-21,counterfeit,under_review,7110.18,473.12,0.413
459,54297,2025-08-05,account_takeover,false_positive,2219.91,5304.51,0.668
460,149157,2025-08-22,merchant_collusion,confirmed_fraud,5169.79,3393.88,0.191
461,65079,2025-10-22,friendly_fraud,confirmed_fraud,4855.15,4689.99,0.914
462,166581,2025-06-21,counterfeit,false_positive,4860.62,4865.14,0.97
463,46625,2025-04-04,merchant_collusion,false_positive,2588.05,3695.22,0.756
464,42880,2025-07-01,card_not_present,confirmed_fraud,3096.96,525.86,0.736
465,34128,2025-08-06,card_not_present,recovered,568.86,2369.54,0.515
466,166099,2025-07-09,counterfeit,recovered,2642.05,5817.69,0.446
467,81058,2025-08-21,counterfeit,confirmed_fraud,125.2,601.43,0.036
468,72119,2025-02-09,identity_theft,confirmed_fraud,2412.74,4570.32,0.132
469,116627,2025-03-03,card_not_present,confirmed_fraud,4703.72,3668.36,0.779
470,61170,2025-08-20,counterfeit,confirmed_fraud,5960.11,3673.95,0.947
471,97649,2025-01-11,identity_theft,false_positive,2630.36,286.64,0.59
472,32830,2025-02-16,friendly_fraud,under_review,1591.05,5749.49,0.019
473,166199,2025-09-05,card_not_present,confirmed_fraud,2686.06,1096.54,0.403
474,14004,2025-05-19,identity_theft,under_review,4650.97,4149.54,0.319
475,109251,2025-05-11,identity_theft,confirmed_fraud,5160.16,4449.88,0.557
476,1491,2025-06-17,account_takeover,false_positive,3649.4,791.76,0.706
477,40401,2025-06-27,identity_theft,recovered,7918.57,4621.49,0.163
478,137163,2025-09-08,friendly_fraud,recovered,534.74,2904.51,0.43
479,158595,2025-04-22,card_not_present,confirmed_fraud,3885.77,3767.43,0.788
480,111594,2025-09-20,merchant_collusion,false_positive,1795.85,2899.28,0.582
481,136645,2025-10-26,friendly_fraud,false_positive,1272.52,5937.55,0.88
482,35984,2025-01-24,card_not_present,confirmed_fraud,227.42,4909.67,0.136
483,90441,2025-05-20,counterfeit,false_positive,15.66,2488.35,0.784
484,164452,2025-01-01,account_takeover,under_review,6702.18,4862.14,0.862
485,177913,2025-12-10,card_not_present,under_review,826.62,3952.29,0.859
486,158553,2025-07-02,card_not_present,confirmed_fraud,2061.06,1724.5,0.96
487,94887,2025-07-25,friendly_fraud,under_review,3849.58,1258.85,0.18
488,101984,2025-10-31,friendly_fraud,recovered,758.05,1128.56,0.84
489,107745,2025-10-26,counterfeit,under_review,5410.96,507.27,0.902
490,96169,2025-02-26,card_not_present,false_positive,7626.08,3729.89,0.621
491,57014,2025-10-08,merchant_collusion,recovered,3089.16,5366.54,0.797
492,166159,2025-03-09,card_not_present,false_positive,5775.37,1871.64,0.1
493,10224,2025-03-07,identity_theft,false_positive,1514.16,723.1,0.749
494,103277,2025-12-26,merchant_collusion,under_review,581.94,4442.98,0.347
495,62093,2025-08-09,counterfeit,under_review,3239.25,125.75,0.598
496,40120,2025-08-31,card_not_present,false_positive,7143.0,581.14,0.654
497,166887,2025-12-19,counterfeit,under_review,4724.97,262.38,0.166
498,85513,2025-01-20,counterfeit,under_review,862.95,482.43,0.613
499,67427,2025-03-08,account_takeover,under_review,4041.19,4022.13,0.817
500,28038,2025-06-03,merchant_collusion,false_positive,4963.66,676.19,0.141
501,105761,2025-01-14,merchant_collusion,false_positive,66.29,4026.23,0.198
502,94159,2025-07-01,card_not_present,confirmed_fraud,4905.56,2293.38,0.057
503,121881,2025-06-05,friendly_fraud,recovered,4473.76,3599.26,0.735
504,128650,2025-11-17,identity_theft,recovered,4455.73,955.01,0.459
505,56233,2025-03-18,friendly_fraud,false_positive,4625.8,2795.13,0.746
506,153132,2025-12-23,friendly_fraud,false_positive,2929.69,224.84,0.693
507,153518,2025-04-01,counterfeit,under_review,5924.18,3076.21,0.601
508,175299,2025-03-27,counterfeit,false_positive,6883.61,5675.85,0.468
509,53240,2025-11-18,identity_theft,recovered,7430.54,4485.66,0.493
510,45600,2025-10-25,counterfeit,false_positive,6595.63,5407.72,0.264
511,1671,2025-09-20,account_takeover,recovered,7038.57,1570.87,0.167
512,136226,2025-03-31,merchant_collusion,recovered,6203.3,2580.45,0.117
513,171123,2025-08-06,account_takeover,under_review,4806.99,3347.24,0.293
514,41124,2025-12-01,card_not_present,under_review,5420.19,470.67,0.784
515,6041,2025-03-20,counterfeit,recovered,4118.98,247.15,0.506
516,173533,2025-08-26,identity_theft,false_positive,1390.57,1081.88,0.258
517,54175,2025-02-09,merchant_collusion,under_review,7665.2,4595.39,0.482
518,163131,2025-11-12,friendly_fraud,under_review,2.41,3850.93,0.268
519,90112,2025-01-21,card_not_present,under_review,6047.31,5229.51,0.712
520,116823,2025-03-28,account_takeover,false_positive,4395.57,5723.83,0.843
521,169491,2025-05-14,card_not_present,recovered,4390.41,1357.36,0.504
522,149124,2025-06-30,friendly_fraud,recovered,4222.98,4726.91,0.131
523,130784,2025-07-02,identity_theft,under_review,542.26,3769.06,0.735
524,105002,2025-01-28,card_not_present,recovered,1046.82,400.64,0.969
525,18844,2025-01-28,counterfeit,recovered,5415.21,1145.09,0.945
526,50765,2025-08-08,counterfeit,under_review,7220.21,26.94,0.375
527,69708,2025-05-07,identity_theft,false_positive,4498.31,4845.03,0.707
528,109581,2025-03-27,card_not_present,false_positive,7859.68,4901.78,0.603
529,47531,2025-08-10,merchant_collusion,confirmed_fraud,7278.32,4046.62,0.381
530,163954,2025-02-13,identity_theft,false_positive,7719.23,3165.78,0.921
531,15280,2025-11-20,card_not_present,confirmed_fraud,3022.93,5981.44,0.088
532,5073,2025-07-27,friendly_fraud,confirmed_fraud,4707.83,5977.57,0.86
533,99071,2025-09-17,identity_theft,false_positive,5311.22,2666.55,0.472
534,38138,2025-02-28,counterfeit,false_positive,621.39,3262.12,0.504
535,58828,2025-08-04,friendly_fraud,recovered,7562.27,3450.6,0.171
536,51686,2025-10-14,account_takeover,false_positive,5217.37,738.94,0.879
537,62449,2025-11-24,identity_theft,false_positive,4704.33,640.54,0.321
538,4092,2025-02-24,merchant_collusion,recovered,5168.61,3032.58,0.76
539,45731,2025-02-05,friendly_fraud,recovered,394.39,1767.98,0.533
540,147866,2025-06-30,identity_theft,under_review,7474.33,3297.27,0.404
541,86537,2025-03-15,counterfeit,confirmed_fraud,5098.91,3587.37,0.01
542,25048,2025-07-01,friendly_fraud,false_positive,4714.95,1285.85,0.469
543,161846,2025-02-06,account_takeover,confirmed_fraud,3838.63,4920.69,0.796
544,107016,2025-06-25,identity_theft,recovered,1890.75,237.52,0.88
545,32654,2025-08-03,merchant_collusion,confirmed_fraud,5737.38,5925.07,0.896
546,130296,2025-05-25,counterfeit,under_review,6779.31,1238.91,0.582
547,103918,2025-05-07,card_not_present,confirmed_fraud,6918.8,25.08,0.419
548,154316,2025-08-23,identity_theft,recovered,1925.4,3938.81,0.526
549,99625,2025-05-12,counterfeit,under_review,1402.6,3911.28,0.595
550,75005,2025-02-25,card_not_present,recovered,1763.21,2234.62,0.596
551,70446,2025-08-23,counterfeit,false_positive,6233.66,2860.33,0.297
552,61270,2025-01-05,identity_theft,under_review,2049.99,2032.18,0.993
553,24750,2025-05-31,counterfeit,recovered,3322.12,1168.19,0.637
554,95074,2025-04-14,friendly_fraud,recovered,1106.04,4966.68,0.253
555,113351,2025-06-23,card_not_present,false_positive,4302.15,2853.52,0.561
556,19046,2025-01-05,friendly_fraud,confirmed_fraud,7860.89,3708.85,0.077
557,85103,2025-01-08,counterfeit,under_review,7992.16,1109.65,0.973
558,132031,2025-07-28,account_takeover,under_review,1148.38,2618.43,0.747
559,115247,2025-03-26,identity_theft,under_review,5690.67,3748.79,0.933
560,32689,2025-09-15,account_takeover,confirmed_fraud,5537.33,3481.2,0.391
561,88479,2025-11-26,identity_theft,false_positive,2425.64,2876.68,0.759
562,110497,2025-06-25,friendly_fraud,false_positive,2594.68,2254.77,0.311
563,126247,2025-10-01,counterfeit,confirmed_fraud,99.83,2554.56,0.662
564,117292,2025-06-26,friendly_fraud,false_positive,3424.66,2026.73,0.899
565,75942,2025-02-21,account_takeover,recovered,5682.3,1293.22,0.041
566,87481,2025-05-06,friendly_fraud,under_review,4028.47,3784.04,0.398
567,46135,2025-02-18,identity_theft,confirmed_fraud,6087.18,1337.42,0.83
568,40405,2025-04-21,identity_theft,confirmed_fraud,4113.72,4915.83,0.474
569,154102,2025-08-27,counterfeit,confirmed_fraud,1621.23,3156.58,0.038
570,46906,2025-09-12,card_not_present,confirmed_fraud,838.6,2781.04,0.841
571,167549,2025-03-01,identity_theft,confirmed_fraud,1940.68,5070.66,0.984
572,164015,2025-10-14,account_takeover,recovered,2066.48,5167.67,0.289
573,25106,2025-06-09,card_not_present,confirmed_fraud,5122.09,3889.39,0.78
574,61951,2025-10-08,account_takeover,under_review,5358.49,1322.92,0.384
575,70478,2025-10-30,account_takeover,confirmed_fraud,3468.01,4998.69,0.191
576,90442,2025-11-06,counterfeit,false_positive,3464.82,1368.06,0.46
577,18677,2025-06-12,merchant_collusion,under_review,1358.17,4588.12,0.413
578,62984,2025-07-21,friendly_fraud,false_positive,1919.87,5759.24,0.471
579,27889,2025-10-23,friendly_fraud,under_review,3476.19,5742.15,0.093
580,40591,2025-01-25,account_takeover,confirmed_fraud,5715.83,5884.93,0.088
581,174626,2025-07-10,friendly_fraud,under_review,4321.95,1283.07,0.919
582,55729,2025-04-28,identity_theft,under_review,571.89,1348.69,0.466
583,82241,2025-10-02,identity_theft,confirmed_fraud,895.95,3788.72,0.936
584,179249,2025-06-27,merchant_collusion,false_positive,4089.4,82.26,0.125
585,33010,2025-07-12,account_takeover,confirmed_fraud,7512.67,4870.42,0.627
586,66,2025-02-26,merchant_collusion,under_review,5553.72,902.36,0.641
587,120456,2025-02-18,merchant_collusion,false_positive,6779.1,4237.65,0.059
588,163541,2025-03-14,account_takeover,under_review,2333.74,2485.9,0.215
589,88475,2025-01-21,friendly_fraud,under_review,3169.45,2956.32,0.316
590,86026,2025-09-21,merchant_collusion,confirmed_fraud,4630.27,3296.04,0.643
591,85863,2025-03-03,counterfeit,recovered,3441.64,4823.86,0.662
592,125067,2025-02-05,identity_theft,recovered,6737.13,3941.99,0.12
593,30993,2025-07-28,counterfeit,recovered,5800.04,3857.84,0.108
594,60313,2025-10-08,identity_theft,under_review,2182.48,3146.53,0.203
595,39380,2025-07-02,merchant_collusion,recovered,787.44,4754.7,0.053
596,25921,2025-01-04,merchant_collusion,under_review,3679.26,3234.78,0.07
597,48085,2025-08-17,card_not_present,recovered,5659.35,1441.47,0.175
598,93517,2025-12-03,account_takeover,recovered,6200.65,4501.86,0.95
599,79303,2025-08-30,account_takeover,recovered,3830.24,1469.83,0.566
600,47890,2025-07-22,identity_theft,false_positive,5667.97,1167.95,0.462
601,59037,2025-06-06,account_takeover,confirmed_fraud,4730.24,1888.99,0.488
602,122704,2025-11-09,merchant_collusion,under_review,7128.96,5983.69,0.645
603,51918,2025-10-28,identity_theft,false_positive,4597.87,900.4,0.533
604,138555,2025-12-25,friendly_fraud,under_review,2246.43,2609.36,0.485
605,89359,2025-09-20,merchant_collusion,under_review,6668.34,3917.26,0.786
606,130666,2025-04-24,account_takeover,recovered,16.08,2228.94,0.872
607,20697,2025-08-24,account_takeover,recovered,1344.68,312.85,0.308
608,179345,2025-10-29,card_not_present,under_review,2539.32,5831.64,0.517
609,66635,2025-12-05,account_takeover,under_review,5949.82,3220.49,0.983
610,127469,2025-10-01,counterfeit,recovered,5771.36,3632.01,0.377
611,105408,2025-06-20,friendly_fraud,under_review,1959.3,4612.23,0.469
612,176564,2025-11-07,card_not_present,recovered,27.59,2426.82,0.584
613,86827,2025-05-15,friendly_fraud,under_review,4991.34,4218.62,0.738
614,133868,2025-05-27,friendly_fraud,false_positive,4319.11,1119.95,0.251
615,120021,2025-06-01,counterfeit,under_review,3969.19,1582.79,0.567
616,43015,2025-06-10,identity_theft,recovered,7564.17,1645.61,0.218
617,57662,2025-04-06,friendly_fraud,false_positive,3720.22,2814.88,0.931
618,78730,2025-10-15,merchant_collusion,false_positive,3190.06,2291.01,0.628
619,150335,2025-11-15,identity_theft,recovered,2154.25,5868.24,0.235
620,160801,2025-02-23,identity_theft,false_positive,7932.29,3844.97,0.71
621,111488,2025-10-30,identity_theft,false_positive,7272.85,5245.17,0.712
622,149008,2025-02-19,account_takeover,recovered,7089.82,249.96,0.951
623,111319,2025-08-24,friendly_fraud,recovered,6903.93,5394.34,0.265
624,68529,2025-03-18,account_takeover,under_review,6826.6,1494.86,0.937
625,162750,2025-07-28,friendly_fraud,recovered,7438.6,3385.74,0.192
626,112447,2025-08-26,account_takeover,confirmed_fraud,4253.78,5482.42,0.389
627,61268,2025-10-21,identity_theft,under_review,1838.39,4757.11,0.977
628,35916,2025-08-28,friendly_fraud,confirmed_fraud,4168.27,804.44,0.78
629,124611,2025-03-16,card_not_present,under_review,4523.17,1847.93,0.584
630,87210,2025-10-20,counterfeit,confirmed_fraud,7064.94,3756.62,0.637
631,71734,2025-05-31,counterfeit,recovered,3784.73,5383.44,0.994
632,167392,2025-05-16,counterfeit,false_positive,3626.43,2153.92,0.547
633,122273,2025-10-06,account_takeover,confirmed_fraud,5239.75,5609.46,0.641
634,43117,2025-09-08,friendly_fraud,recovered,7446.0,1360.47,0.502
635,9656,2025-08-21,merchant_collusion,recovered,1928.02,1184.86,0.629
636,19371,2025-10-08,friendly_fraud,recovered,7971.53,2389.39,0.563
637,142375,2025-10-09,account_takeover,confirmed_fraud,4161.94,1572.1,0.251
638,15777,2025-09-07,merchant_collusion,recovered,7021.11,5037.99,0.74
639,73137,2025-01-23,friendly_fraud,recovered,1586.65,3336.56,0.418
640,138466,2025-11-17,counterfeit,confirmed_fraud,3738.53,5955.78,0.956
641,148024,2025-03-16,account_takeover,false_positive,3294.25,2783.75,0.591
642,6510,2025-09-30,card_not_present,under_review,5439.54,3245.43,0.466
643,31640,2025-12-20,merchant_collusion,false_positive,5210.08,141.18,0.671
644,59159,2025-10-26,friendly_fraud,false_positive,3053.92,1784.21,0.346
645,53778,2025-02-05,card_not_present,false_positive,1912.05,5343.57,0.732
646,10074,2025-07-04,account_takeover,recovered,4317.67,4214.61,0.539
647,46883,2025-10-23,friendly_fraud,confirmed_fraud,6882.85,2396.54,0.511
648,89823,2025-09-11,account_takeover,false_positive,2106.51,4521.62,0.277
649,140389,2025-03-20,friendly_fraud,false_positive,4513.1,388.72,0.628
650,120930,2025-02-20,friendly_fraud,under_review,4151.9,2903.54,0.914
651,52652,2025-04-09,card_not_present,recovered,7944.06,292.83,0.702
652,42549,2025-11-03,account_takeover,confirmed_fraud,1527.4,2688.57,0.204
653,124415,2025-09-28,friendly_fraud,confirmed_fraud,7492.54,2567.39,0.793
654,70912,2025-01-05,card_not_present,confirmed_fraud,4709.88,5657.42,0.655
655,170082,2025-09-12,identity_theft,confirmed_fraud,5268.13,1410.25,0.866
656,131622,2025-07-12,card_not_present,recovered,5164.37,5216.5,0.758
657,11327,2025-11-14,identity_theft,under_review,2697.39,991.45,0.557
658,18252,2025-09-24,card_not_present,recovered,3972.6,5193.5,0.785
659,111278,2025-04-16,merchant_collusion,confirmed_fraud,4052.98,2714.32,0.625
660,56055,2025-11-07,friendly_fraud,false_positive,342.61,5907.0,0.597
661,88249,2025-08-21,merchant_collusion,under_review,6257.58,1179.64,0.257
662,35199,2025-08-10,card_not_present,recovered,1327.21,5327.74,0.761
663,59942,2025-10-14,identity_theft,confirmed_fraud,7052.29,4570.11,0.268
664,160428,2025-02-27,identity_theft,confirmed_fraud,3436.39,4194.38,0.206
665,28089,2025-09-12,account_takeover,recovered,2121.0,3238.45,0.163
666,143335,2025-12-20,account_takeover,false_positive,258.17,4140.3,0.391
667,23399,2025-05-30,identity_theft,false_positive,3222.83,1965.36,0.923
668,153794,2025-01-23,merchant_collusion,false_positive,6921.68,5561.9,0.965
669,109964,2025-01-08,merchant_collusion,false_positive,5249.62,3697.89,0.316
670,5466,2025-02-08,account_takeover,confirmed_fraud,212.03,5123.58,0.49
671,113044,2025-01-09,identity_theft,recovered,5461.65,5674.88,0.962
672,98478,2025-04-26,merchant_collusion,recovered,7318.46,5639.3,0.313
673,88082,2025-06-05,friendly_fraud,confirmed_fraud,2228.16,2561.48,0.71
674,133761,2025-02-16,card_not_present,false_positive,336.01,215.4,0.634
675,118471,2025-04-27,counterfeit,under_review,2965.24,4727.98,0.271
676,168656,2025-03-18,card_not_present,false_positive,4153.75,2579.95,0.258
677,48983,2025-06-29,account_takeover,under_review,4357.72,4010.43,0.979
678,120701,2025-07-09,counterfeit,false_positive,4329.28,476.57,0.118
679,28448,2025-03-03,card_not_present,under_review,7134.32,4201.97,0.333
680,132511,2025-05-25,identity_theft,under_review,4310.61,5828.69,0.101
681,90337,2025-03-13,friendly_fraud,confirmed_fraud,5365.12,1050.06,0.135
682,137341,2025-07-03,identity_theft,confirmed_fraud,7113.93,2025.01,0.458
683,134392,2025-09-05,card_not_present,false_positive,1924.96,3441.25,0.953
684,170689,2025-11-09,account_takeover,false_positive,39.14,123.07,0.117
685,78906,2025-05-03,friendly_fraud,under_review,6997.2,2933.42,0.28
686,93695,2025-02-22,identity_theft,false_positive,2019.08,4874.16,0.397
687,152230,2025-05-29,counterfeit,recovered,6014.8,1516.66,0.787
688,159456,2025-04-05,account_takeover,under_review,5900.6,5353.54,0.232
689,163438,2025-04-25,friendly_fraud,confirmed_fraud,833.89,963.7,0.055
690,30197,2025-05-24,merchant_collusion,under_review,7467.9,2159.53,0.067
691,98810,2025-11-17,account_takeover,confirmed_fraud,1512.53,5390.79,0.323
692,128752,2025-01-08,counterfeit,under_review,6377.99,1230.41,0.615
693,15207,2025-03-01,account_takeover,false_positive,4158.9,4476.24,0.118
694,77936,2025-08-23,account_takeover,confirmed_fraud,1794.13,2086.47,0.455
695,166377,2025-09-23,account_takeover,false_positive,7516.83,3275.22,0.159
696,20349,2025-02-14,card_not_present,false_positive,1682.96,814.31,0.781
697,159256,2025-03-07,account_takeover,recovered,6587.35,3636.03,0.969
698,159848,2025-11-18,friendly_fraud,false_positive,2932.59,3532.64,0.2
699,37755,2025-12-21,friendly_fraud,false_positive,4083.17,2954.63,0.596
700,123431,2025-08-28,friendly_fraud,under_review,4567.15,130.12,0.974
701,11497,2025-06-07,counterfeit,false_positive,5501.51,236.38,0.69
702,55455,2025-12-25,friendly_fraud,confirmed_fraud,3618.02,4976.13,0.483
703,81978,2025-05-09,merchant_collusion,false_positive,2231.8,5839.36,0.889
704,133315,2025-02-07,friendly_fraud,under_review,6179.51,2316.34,0.989
705,23289,2025-12-23,card_not_present,false_positive,5129.78,4142.35,0.527
706,25837,2025-12-02,merchant_collusion,under_review,2916.93,4249.75,0.654
707,140088,2025-08-07,identity_theft,false_positive,5452.55,1764.0,0.22
708,97828,2025-03-17,account_takeover,confirmed_fraud,2531.49,757.67,0.225
709,114783,2025-01-20,merchant_collusion,under_review,6754.56,828.15,0.701
710,56806,2025-11-10,identity_theft,recovered,2902.61,2840.98,0.618
711,179730,2025-11-15,card_not_present,under_review,3634.97,847.62,0.151
712,152174,2025-05-13,card_not_present,false_positive,5801.58,1894.2,0.965
713,173294,2025-04-29,account_takeover,false_positive,1128.09,2358.94,0.609
714,74667,2025-04-29,account_takeover,confirmed_fraud,176.9,5242.81,0.175
715,126990,2025-06-11,merchant_collusion,under_review,6152.18,1192.71,0.603
716,179229,2025-10-12,identity_theft,false_positive,218.01,3832.03,0.258
717,79342,2025-12-10,card_not_present,confirmed_fraud,4723.58,3127.53,0.741
718,174813,2025-02-25,merchant_collusion,false_positive,468.11,2576.1,0.72
719,116288,2025-10-22,card_not_present,recovered,6373.18,3611.44,0.132
720,72095,2025-05-11,merchant_collusion,confirmed_fraud,4914.51,2092.82,0.511
721,94495,2025-11-09,identity_theft,confirmed_fraud,667.83,3017.58,0.558
722,51574,2025-02-06,counterfeit,false_positive,5547.8,1067.7,0.019
723,70653,2025-03-18,account_takeover,false_positive,874.33,1315.3,0.684
724,108573,2025-01-20,card_not_present,false_positive,2137.21,2818.12,0.42
725,95960,2025-10-29,card_not_present,recovered,4273.64,5762.64,0.967
726,61900,2025-05-26,identity_theft,under_review,1210.32,5286.86,0.065
727,146389,2025-06-29,account_takeover,under_review,3731.98,4980.89,0.069
728,81998,2025-05-14,card_not_present,confirmed_fraud,6812.88,2536.35,0.565
729,174221,2025-11-24,friendly_fraud,under_review,4283.26,2291.41,0.397
730,113130,2025-10-18,identity_theft,under_review,5656.01,2235.42,0.963
731,44583,2025-09-07,friendly_fraud,false_positive,1496.69,2234.41,0.434
732,130996,2025-03-17,counterfeit,recovered,3327.01,4078.74,0.096
733,10970,2025-07-12,counterfeit,confirmed_fraud,2212.83,164.7,0.175
