transaction_id,card_id,merchant_id,transaction_date,merchant_category,transaction_amount,merchant_country,entry_mode,transaction_currency
1174,11138,3052,2025-04-05,digital_services,1705.44,uk,manual_keyed,gbp
1175,5045,6165,2025-03-16,digital_services,9395.25,uk,wallet,cad
1176,16346,14035,2025-12-27,electronics,8905.51,uk,contactless,usd
1177,21280,13598,2025-07-06,electronics,7586.32,uk,chip,usd
1178,8819,9807,2025-12-04,travel,8476.81,br,wallet,cad
1179,23328,4520,2025-07-30,gaming,1017.26,mx,wallet,cad
1180,3819,12741,2025-06-03,jewelry,5566.09,mx,chip,cad
1181,18949,3282,2025-04-25,jewelry,7986.85,de,contactless,cad
1182,22103,1957,2025-04-30,digital_services,105.96,br,contactless,gbp
1183,15725,11880,2025-02-09,jewelry,2491.58,fr,chip,usd
1184,15755,8251,2025-06-07,grocery,4733.16,uk,ecommerce,usd
1185,14760,3227,2025-08-04,travel,9006.78,br,manual_keyed,gbp
1186,10425,13364,2025-10-08,fuel,875.55,br,wallet,eur
1187,21717,5363,2025-02-26,fuel,5727.77,ae,contactless,eur
1188,12372,3587,2025-02-05,grocery,676.74,us,manual_keyed,usd
1189,23786,12513,2025-12-26,fuel,7877.28,uk,contactless,gbp
1190,13896,2453,2025-02-16,fuel,6998.18,de,chip,usd
1191,22653,6660,2025-05-26,cash_advance,5294.01,ae,ecommerce,gbp
1192,337,6417,2025-02-11,digital_services,5831.46,mx,wallet,gbp
1193,22800,4552,2025-10-10,jewelry,917.5,us,contactless,usd
1194,17785,14562,2025-08-16,grocery,3117.99,br,chip,gbp
1195,18456,11439,2025-10-17,travel,5041.79,br,wallet,usd
1196,13836,6562,2025-04-19,digital_services,1933.14,us,wallet,eur
1197,12446,9052,2025-12-19,cash_advance,5203.19,mx,chip,cad
1198,2389,4583,2025-11-10,digital_services,6528.78,mx,chip,cad
1199,16566,14405,2025-08-17,fuel,444.84,sg,ecommerce,gbp
1200,4372,2988,2025-05-12,digital_services,5232.52,us,wallet,gbp
1201,10328,9037,2025-08-12,gaming,8326.98,mx,contactless,eur
1202,14736,1855,2025-01-13,travel,4358.62,mx,ecommerce,eur
1203,1436,13705,2025-10-22,travel,782.38,ae,contactless,gbp
1204,5118,276,2025-07-04,electronics,5000.75,us,contactless,eur
1205,14678,7613,2025-03-09,cash_advance,8399.85,sg,ecommerce,eur
1206,16630,3731,2025-07-27,travel,7403.09,fr,ecommerce,gbp
1207,20047,9274,2025-11-16,travel,587.36,de,ecommerce,usd
1208,2125,7881,2025-07-14,grocery,8287.19,ae,wallet,cad
1209,15518,6840,2025-08-03,gaming,3562.11,mx,manual_keyed,usd
1210,5638,3748,2025-10-22,grocery,5867.9,sg,wallet,cad
1211,11575,2575,2025-02-13,jewelry,9194.5,fr,manual_keyed,eur
1212,740,13389,2025-08-08,cash_advance,8390.53,fr,ecommerce,gbp
1213,12617,11831,2025-06-29,fuel,4299.95,sg,contactless,cad
1214,18021,741,2025-11-17,jewelry,5752.24,br,manual_keyed,usd
1215,15987,4548,2025-03-22,jewelry,5514.68,ae,contactless,eur
1216,6665,1508,2025-05-07,gaming,1810.0,mx,wallet,gbp
1217,9443,10318,2025-04-11,gaming,7195.38,mx,contactless,cad
1218,8707,13482,2025-04-06,gaming,280.39,mx,chip,usd
1219,5890,2921,2025-02-20,travel,487.34,ae,wallet,cad
1220,7493,1129,2025-04-17,grocery,3160.32,uk,manual_keyed,cad
1221,10850,11494,2025-03-15,jewelry,1290.08,fr,wallet,eur
1222,7064,9635,2025-10-02,fuel,4831.32,fr,contactless,usd
1223,17257,10728,2025-04-21,gaming,1969.1,de,manual_keyed,gbp
1224,1011,765,2025-06-24,electronics,3250.74,us,contactless,usd
1225,3258,11267,2025-08-23,travel,1256.87,de,ecommerce,gbp
1226,17290,6578,2025-11-20,fuel,1997.56,us,wallet,gbp
1227,8914,4846,2025-01-25,travel,317.46,us,contactless,gbp
1228,6716,9802,2025-07-27,electronics,5265.51,br,wallet,usd
1229,12070,1711,2025-06-20,jewelry,4148.72,mx,wallet,cad
1230,9740,4287,2025-04-19,gaming,8451.67,fr,chip,eur
1231,24158,1961,2025-07-26,fuel,1501.27,us,wallet,eur
1232,23962,2726,2025-10-31,cash_advance,7131.14,br,manual_keyed,eur
1233,982,5962,2025-04-21,grocery,3369.43,uk,contactless,usd
1234,17222,8203,2025-12-26,digital_services,6290.27,mx,chip,gbp
1235,8055,13082,2025-08-03,grocery,8899.17,fr,manual_keyed,usd
1236,13839,6311,2025-05-10,digital_services,4290.79,sg,contactless,gbp
1237,14366,4769,2025-11-16,fuel,5938.01,mx,manual_keyed,eur
1238,9216,4814,2025-05-23,electronics,7790.76,de,manual_keyed,usd
1239,23618,7361,2025-07-07,electronics,7619.55,ae,ecommerce,cad
1240,8356,9057,2025-11-21,electronics,8525.95,sg,chip,gbp
1241,9624,8925,2025-03-22,grocery,6093.98,us,wallet,cad
1242,3389,8867,2025-03-31,gaming,959.66,sg,manual_keyed,usd
1243,2336,1372,2025-06-09,cash_advance,2504.11,fr,wallet,cad
1244,24127,2553,2025-04-05,cash_advance,675.76,fr,chip,gbp
1245,7986,663,2025-07-20,digital_services,9258.69,uk,manual_keyed,eur
1246,5733,8028,2025-07-31,fuel,7104.36,us,manual_keyed,usd
1247,5090,1731,2025-06-23,electronics,8403.24,uk,ecommerce,eur
1248,7682,14434,2025-06-28,electronics,2023.79,fr,ecommerce,gbp
1249,11730,12364,2025-12-27,cash_advance,6636.79,us,wallet,gbp
1250,7503,13315,2025-06-20,digital_services,5299.02,fr,wallet,cad
1251,2802,12421,2025-05-04,gaming,9407.26,fr,chip,eur
1252,23964,9488,2025-09-24,gaming,5438.86,mx,chip,cad
1253,21367,6000,2025-01-09,digital_services,5209.72,us,contactless,eur
1254,6082,736,2025-05-15,grocery,1431.45,us,manual_keyed,gbp
1255,7682,3718,2025-03-20,fuel,9347.83,ae,manual_keyed,usd
1256,5076,1633,2025-09-08,digital_services,1250.05,sg,contactless,eur
1257,21950,4318,2025-03-11,grocery,546.66,br,contactless,usd
1258,8783,5131,2025-05-20,grocery,2481.48,ae,wallet,usd
1259,23659,4968,2025-08-15,electronics,643.17,fr,ecommerce,gbp
1260,14983,13599,2025-04-28,cash_advance,93.16,uk,ecommerce,cad
1261,23986,12127,2025-11-02,grocery,2082.63,us,contactless,gbp
1262,11234,1279,2025-12-01,travel,4173.4,us,contactless,cad
1263,12364,12080,2025-06-08,travel,1649.47,uk,wallet,eur
1264,17609,1106,2025-09-28,electronics,4753.93,fr,wallet,cad
1265,9203,2308,2025-12-31,electronics,3938.15,de,manual_keyed,gbp
1266,9143,2264,2025-11-14,jewelry,3266.58,uk,wallet,usd
1267,19139,9502,2025-03-21,fuel,9156.53,br,chip,gbp
1268,21697,1337,2025-09-25,jewelry,2536.04,sg,wallet,eur
1269,1983,10932,2025-05-04,grocery,6986.46,fr,manual_keyed,gbp
1270,11022,10354,2025-02-08,fuel,3314.5,ae,ecommerce,usd
1271,3956,12963,2025-09-19,digital_services,4094.06,sg,ecommerce,gbp
1272,2769,7740,2025-02-22,cash_advance,5211.04,de,chip,eur
1273,9976,1565,2025-12-08,cash_advance,3883.8,uk,contactless,cad
1274,7859,10115,2025-02-27,digital_services,207.72,us,contactless,gbp
1275,18897,11938,2025-12-29,grocery,3738.49,fr,ecommerce,usd
1276,8270,5245,2025-12-06,electronics,8038.75,sg,chip,eur
1277,19711,7356,2025-01-03,cash_advance,5292.6,us,chip,usd
1278,15889,12530,2025-01-14,jewelry,7927.77,ae,contactless,usd
1279,14424,11182,2025-05-28,electronics,3368.4,uk,contactless,gbp
1280,13506,13378,2025-11-27,jewelry,467.83,ae,wallet,eur
1281,9158,14652,2025-04-22,digital_services,6657.21,de,contactless,eur
1282,857,4018,2025-08-11,digital_services,6306.11,de,wallet,eur
1283,4315,12378,2025-10-26,cash_advance,1108.89,us,wallet,gbp
1284,16556,3056,2025-04-01,fuel,446.33,us,contactless,usd
1285,23973,11069,2025-05-31,grocery,6245.68,de,contactless,usd
1286,1761,8134,2025-03-15,jewelry,3651.09,us,contactless,cad
1287,15932,10702,2025-03-02,electronics,9097.93,de,wallet,usd
1288,9441,7851,2025-09-07,fuel,3121.39,ae,ecommerce,usd
1289,4210,8331,2025-04-09,digital_services,641.79,sg,chip,eur
1290,15572,12057,2025-06-29,electronics,4442.64,us,ecommerce,usd
1291,7880,433,2025-01-23,digital_services,1943.12,uk,wallet,cad
1292,3582,11348,2025-09-04,jewelry,4645.23,uk,contactless,gbp
1293,23109,9868,2025-03-12,grocery,8488.91,ae,contactless,usd
1294,14061,11480,2025-04-30,digital_services,7778.79,mx,ecommerce,gbp
1295,20803,8466,2025-11-07,cash_advance,5152.82,uk,contactless,usd
1296,440,11955,2025-12-17,digital_services,3985.47,uk,contactless,gbp
1297,898,3519,2025-01-08,cash_advance,7014.33,de,contactless,cad
1298,14672,8534,2025-08-26,digital_services,2993.05,mx,manual_keyed,usd
1299,1083,11563,2025-04-07,jewelry,6818.15,de,wallet,usd
1300,3332,7518,2025-12-21,cash_advance,530.61,br,manual_keyed,usd
1301,8849,5779,2025-09-27,jewelry,2683.35,mx,contactless,usd
1302,15632,5241,2025-10-21,jewelry,8896.84,de,manual_keyed,usd
1303,11705,7964,2025-01-15,cash_advance,2728.98,sg,contactless,usd
1304,16042,5783,2025-02-07,fuel,2411.75,uk,wallet,gbp
1305,1834,12435,2025-07-27,fuel,2534.17,mx,ecommerce,gbp
1306,3376,1668,2025-10-26,cash_advance,401.3,ae,manual_keyed,eur
1307,6076,9028,2025-08-17,fuel,6692.98,us,manual_keyed,usd
1308,17832,8553,2025-01-24,electronics,5530.26,de,wallet,usd
1309,2852,4944,2025-07-31,grocery,5514.81,de,manual_keyed,usd
1310,701,7699,2025-08-28,cash_advance,5374.53,de,manual_keyed,gbp
1311,7879,8698,2025-11-02,jewelry,3483.13,fr,chip,usd
1312,1334,5286,2025-10-02,fuel,6549.63,ae,chip,eur
1313,20677,8102,2025-02-02,digital_services,5372.5,de,contactless,gbp
1314,234,2261,2025-02-11,fuel,4703.97,ae,wallet,cad
1315,17931,1862,2025-07-03,grocery,2428.29,ae,chip,gbp
1316,6778,2444,2025-08-27,digital_services,6679.52,fr,ecommerce,cad
1317,7683,6390,2025-05-11,jewelry,393.85,sg,manual_keyed,cad
1318,13099,3830,2025-08-18,grocery,3219.37,mx,manual_keyed,gbp
1319,553,8422,2025-08-28,cash_advance,8204.11,fr,contactless,eur
1320,3634,13989,2025-07-26,travel,5800.01,fr,ecommerce,eur
1321,1023,2383,2025-06-22,electronics,9173.56,uk,ecommerce,eur
1322,2903,8419,2025-10-04,grocery,7493.58,mx,contactless,usd
1323,11022,137,2025-08-10,cash_advance,2119.15,de,contactless,gbp
1324,5927,13431,2025-12-05,digital_services,3745.39,br,contactless,usd
1325,10117,2755,2025-10-09,fuel,8480.5,ae,wallet,usd
1326,22403,3695,2025-06-16,digital_services,4881.74,mx,contactless,gbp
1327,8775,13286,2025-10-12,digital_services,2460.68,mx,manual_keyed,cad
1328,15098,5385,2025-01-15,gaming,1413.94,ae,chip,eur
1329,8589,13579,2025-04-04,jewelry,7311.96,mx,manual_keyed,eur
1330,17061,13545,2025-11-11,fuel,8322.84,fr,ecommerce,usd
1331,15590,11354,2025-02-08,electronics,2516.91,br,wallet,cad
1332,6686,10787,2025-10-30,jewelry,2025.87,de,wallet,eur
1333,22180,6893,2025-12-05,digital_services,6215.07,de,ecommerce,cad
1334,2186,11552,2025-01-01,gaming,6302.68,sg,contactless,cad
1335,15515,10911,2025-12-07,grocery,4369.22,ae,wallet,gbp
1336,12369,6123,2025-08-22,travel,5337.87,br,contactless,gbp
1337,12810,9657,2025-04-13,digital_services,3137.18,sg,wallet,usd
1338,15854,14779,2025-06-11,digital_services,2951.55,fr,contactless,eur
1339,295,1324,2025-05-16,electronics,6989.75,sg,contactless,eur
1340,14354,6478,2025-10-26,cash_advance,2669.01,us,contactless,eur
1341,5934,3300,2025-05-01,fuel,4268.76,us,wallet,gbp
1342,195,5542,2025-08-18,fuel,9461.17,br,chip,eur
1343,17123,3009,2025-04-13,electronics,1483.98,fr,contactless,eur
1344,5715,9597,2025-11-03,digital_services,3579.55,de,manual_keyed,eur
1345,1860,12221,2025-07-29,jewelry,4655.96,us,wallet,eur
1346,14295,1997,2025-04-27,electronics,6882.35,us,manual_keyed,usd
1347,23823,9931,2025-06-27,electronics,4917.41,mx,chip,cad
1348,794,3788,2025-04-11,travel,8066.59,ae,ecommerce,eur
1349,12701,9965,2025-10-18,travel,4932.85,sg,manual_keyed,usd
1350,14020,4495,2025-08-01,fuel,1379.31,br,contactless,gbp
1351,24086,11519,2025-04-29,grocery,3180.17,uk,wallet,cad
1352,15984,14751,2025-11-05,grocery,3587.67,uk,wallet,cad
1353,5008,12872,2025-09-20,electronics,6126.39,sg,chip,gbp
1354,9573,12723,2025-10-08,gaming,7207.71,de,ecommerce,gbp
1355,11850,5730,2025-11-06,gaming,1176.97,sg,manual_keyed,usd
1356,9199,9097,2025-09-27,fuel,4067.72,mx,ecommerce,cad
1357,5806,1230,2025-01-08,fuel,8795.93,de,manual_keyed,cad
1358,10887,1822,2025-11-07,fuel,3798.97,fr,ecommerce,cad
1359,3121,8981,2025-10-13,travel,7105.31,mx,manual_keyed,cad
1360,4147,9051,2025-02-16,fuel,7424.5,fr,chip,gbp
1361,9863,1523,2025-11-03,jewelry,976.71,ae,contactless,usd
1362,10539,970,2025-02-10,grocery,8405.73,sg,manual_keyed,cad
1363,1489,232,2025-05-05,gaming,649.65,de,manual_keyed,usd
1364,14147,3805,2025-12-12,cash_advance,8813.34,ae,contactless,eur
1365,8432,7125,2025-05-03,grocery,2317.66,ae,ecommerce,cad
1366,18014,619,2025-07-10,travel,1571.31,mx,chip,gbp
1367,21968,12832,2025-09-24,cash_advance,3774.83,fr,contactless,eur
1368,8169,8612,2025-03-18,travel,28.25,mx,ecommerce,cad
1369,16276,719,2025-04-27,fuel,5927.64,ae,ecommerce,eur
1370,8373,1956,2025-12-06,jewelry,4581.75,sg,manual_keyed,usd
1371,14719,5955,2025-10-18,digital_services,2225.25,ae,contactless,gbp
1372,4658,14190,2025-06-20,gaming,4579.42,de,wallet,gbp
1373,3983,6919,2025-10-13,cash_advance,4368.81,sg,wallet,gbp
1374,13387,9581,2025-07-03,grocery,1897.76,uk,chip,cad
1375,3566,3813,2025-09-01,gaming,4743.94,us,wallet,gbp
1376,4033,11765,2025-12-02,jewelry,2598.31,sg,wallet,cad
1377,13,12381,2025-12-04,jewelry,4550.88,ae,chip,gbp
1378,1239,11828,2025-11-18,jewelry,1335.43,de,chip,usd
1379,4346,1060,2025-06-14,grocery,4036.24,uk,chip,usd
1380,3800,3193,2025-01-25,grocery,2225.46,sg,contactless,eur
1381,16232,8577,2025-01-17,cash_advance,1579.37,us,chip,cad
1382,6842,9225,2025-12-27,electronics,2020.72,sg,wallet,eur
1383,18959,7691,2025-06-26,jewelry,2145.91,ae,contactless,eur
1384,1058,2378,2025-06-28,electronics,6023.11,sg,manual_keyed,cad
1385,9077,11099,2025-06-17,cash_advance,1334.7,br,manual_keyed,usd
1386,617,469,2025-11-23,electronics,743.21,mx,contactless,cad
1387,16275,9376,2025-10-15,jewelry,619.91,br,contactless,usd
1388,5457,4665,2025-03-07,digital_services,5357.53,ae,wallet,cad
1389,1779,1830,2025-03-02,gaming,5746.85,sg,chip,usd
1390,19803,7487,2025-05-23,grocery,1524.47,de,contactless,eur
1391,2001,504,2025-01-30,travel,6865.9,uk,contactless,usd
1392,18514,11499,2025-10-21,digital_services,5838.72,ae,contactless,eur
1393,4947,7449,2025-06-18,digital_services,6200.17,fr,wallet,usd
1394,9340,10173,2025-08-08,grocery,7774.01,uk,ecommerce,cad
1395,15469,12495,2025-12-28,gaming,8514.32,us,chip,eur
1396,2785,8865,2025-06-01,digital_services,8298.77,fr,manual_keyed,cad
1397,23532,6172,2025-09-12,grocery,3591.75,fr,wallet,cad
1398,15393,13907,2025-03-24,fuel,1554.58,uk,wallet,gbp
1399,14359,4848,2025-12-27,electronics,9191.68,fr,contactless,eur
1400,11833,9299,2025-12-17,gaming,3716.44,uk,chip,usd
1401,1319,11994,2025-09-13,electronics,8507.66,us,contactless,eur
1402,4838,2423,2025-01-02,travel,1332.74,fr,chip,gbp
1403,14622,6000,2025-01-28,digital_services,4050.06,mx,contactless,cad
1404,4678,10436,2025-05-02,grocery,3412.33,mx,wallet,gbp
1405,6617,12014,2025-05-10,electronics,7110.02,sg,contactless,usd
1406,14551,4500,2025-07-03,cash_advance,5427.36,br,wallet,gbp
1407,12468,8085,2025-03-10,gaming,7977.39,mx,manual_keyed,eur
1408,10177,2602,2025-12-23,travel,4873.11,br,contactless,gbp
1409,14559,301,2025-10-25,digital_services,481.61,sg,wallet,eur
1410,4908,2559,2025-02-01,travel,4103.67,fr,chip,eur
1411,7917,12417,2025-05-18,travel,7707.98,us,contactless,gbp
1412,10445,6825,2025-09-10,cash_advance,9339.29,fr,manual_keyed,gbp
1413,19314,8130,2025-12-02,gaming,6354.9,fr,manual_keyed,cad
1414,18450,14955,2025-07-08,electronics,5507.32,fr,chip,gbp
1415,561,8581,2025-09-07,jewelry,7290.85,de,chip,cad
1416,7906,10918,2025-08-10,jewelry,8117.83,fr,manual_keyed,gbp
1417,392,1024,2025-03-23,grocery,9487.8,sg,ecommerce,usd
1418,23791,13858,2025-02-03,gaming,4538.0,fr,contactless,eur
1419,3097,2609,2025-09-27,gaming,8885.68,uk,chip,usd
1420,11733,11949,2025-12-08,fuel,1840.09,ae,contactless,gbp
1421,9233,6165,2025-11-23,gaming,8818.42,de,chip,usd
1422,20643,1765,2025-07-08,cash_advance,7784.35,uk,ecommerce,usd
1423,16011,12168,2025-03-23,electronics,4223.69,fr,ecommerce,cad
1424,23871,11494,2025-12-16,electronics,4549.12,ae,ecommerce,eur
1425,2044,10227,2025-03-02,grocery,9099.17,us,wallet,eur
1426,9822,5431,2025-09-18,fuel,5560.98,sg,manual_keyed,cad
1427,18060,2751,2025-07-19,cash_advance,3064.79,uk,manual_keyed,usd
1428,20901,12433,2025-09-27,electronics,5538.46,ae,chip,usd
1429,12028,14791,2025-11-08,cash_advance,7232.77,uk,wallet,usd
1430,21614,4679,2025-07-29,grocery,2850.37,sg,ecommerce,usd
1431,8529,7473,2025-04-22,jewelry,3907.62,ae,contactless,cad
1432,8294,9140,2025-10-29,digital_services,5445.44,sg,chip,gbp
1433,9636,6255,2025-09-06,gaming,2725.29,ae,wallet,eur
1434,8509,13186,2025-07-01,digital_services,6587.66,uk,ecommerce,gbp
1435,522,6530,2025-11-19,fuel,5210.36,mx,chip,cad
1436,16363,8496,2025-02-08,fuel,4016.65,de,chip,usd
1437,22876,14258,2025-07-13,gaming,414.84,fr,wallet,gbp
1438,15144,9481,2025-12-10,travel,7407.68,uk,wallet,cad
1439,1622,13072,2025-01-05,cash_advance,9007.39,br,wallet,eur
1440,5551,10432,2025-07-24,electronics,1503.08,us,chip,usd
1441,13341,4921,2025-12-23,fuel,355.49,us,wallet,usd
1442,10367,1368,2025-05-06,fuel,4005.49,mx,manual_keyed,eur
1443,475,10796,2025-01-31,jewelry,203.97,br,chip,gbp
1444,14261,1140,2025-10-23,cash_advance,4982.22,sg,contactless,eur
1445,10436,9027,2025-09-08,fuel,1607.46,sg,manual_keyed,usd
1446,19340,7375,2025-06-09,travel,2699.78,de,wallet,eur
1447,16674,13637,2025-09-23,fuel,2869.27,sg,manual_keyed,eur
1448,8372,7535,2025-12-27,grocery,305.66,ae,chip,usd
1449,11117,5745,2025-12-25,travel,5048.84,us,chip,gbp
1450,10766,1472,2025-08-15,jewelry,336.68,uk,ecommerce,gbp
1451,807,11379,2025-05-20,fuel,1629.61,de,contactless,usd
1452,13132,1602,2025-01-12,travel,1742.82,mx,chip,eur
1453,6830,1439,2025-06-13,gaming,9022.72,us,chip,usd
1454,444,12980,2025-08-02,jewelry,6351.08,de,contactless,gbp
1455,2592,11919,2025-06-04,gaming,8106.51,uk,manual_keyed,eur
1456,23610,4795,2025-07-22,fuel,5291.03,us,chip,cad
1457,13593,11325,2025-01-09,gaming,7517.36,ae,manual_keyed,eur
1458,3764,13131,2025-09-27,jewelry,6060.57,br,ecommerce,usd
1459,7366,6824,2025-04-21,grocery,6647.93,us,chip,cad
1460,1365,6363,2025-05-05,fuel,1975.15,fr,ecommerce,gbp
1461,7307,14404,2025-11-05,grocery,516.16,mx,chip,usd
1462,16323,7936,2025-05-16,jewelry,6766.42,mx,contactless,eur
1463,3190,14363,2025-03-13,electronics,1904.17,br,contactless,usd
1464,6798,5923,2025-10-13,jewelry,5616.29,de,wallet,cad
1465,459,4698,2025-03-28,electronics,1851.84,br,wallet,cad
1466,6667,12127,2025-04-01,jewelry,3186.67,uk,ecommerce,cad
1467,12612,4442,2025-12-12,jewelry,6058.25,ae,ecommerce,eur
1468,2054,9744,2025-09-22,electronics,6389.03,ae,wallet,usd
1469,2828,12533,2025-10-19,travel,6256.77,mx,chip,usd
1470,12914,11138,2025-10-24,jewelry,7714.95,uk,manual_keyed,eur
1471,19251,6707,2025-11-02,cash_advance,8286.53,ae,wallet,usd
1472,6931,1547,2025-12-15,grocery,1356.13,br,chip,usd
1473,23999,6642,2025-08-30,grocery,799.94,br,contactless,gbp
1474,1551,13767,2025-05-06,digital_services,6759.49,uk,contactless,usd
1475,7114,4067,2025-12-05,jewelry,6907.41,de,wallet,eur
1476,388,6379,2025-08-29,gaming,8679.6,us,ecommerce,usd
1477,17750,3150,2025-11-27,cash_advance,1100.01,mx,wallet,cad
1478,6209,6324,2025-12-30,cash_advance,641.78,br,manual_keyed,usd
1479,17705,11164,2025-11-09,grocery,3564.46,fr,chip,gbp
1480,19571,7329,2025-08-13,electronics,3747.13,br,manual_keyed,usd
1481,14607,11114,2025-02-01,grocery,5472.29,us,contactless,eur
1482,21332,2133,2025-12-23,travel,7377.54,uk,ecommerce,eur
1483,4413,1738,2025-07-09,travel,1713.47,br,chip,usd
1484,20324,441,2025-02-20,travel,163.92,ae,wallet,cad
1485,7151,367,2025-07-23,cash_advance,1559.34,mx,ecommerce,gbp
1486,15370,8263,2025-06-30,gaming,2472.58,de,chip,usd
1487,20747,4883,2025-01-11,cash_advance,1096.25,us,manual_keyed,gbp
1488,22002,6096,2025-09-04,electronics,7415.18,de,chip,gbp
1489,19163,12087,2025-08-29,jewelry,8864.08,mx,chip,gbp
1490,22911,13698,2025-07-15,digital_services,8471.75,ae,chip,usd
1491,11744,10843,2025-07-26,jewelry,2052.91,fr,contactless,eur
1492,18142,2802,2025-02-04,digital_services,9127.24,fr,ecommerce,gbp
1493,16706,13871,2025-11-23,jewelry,2627.84,sg,contactless,gbp
1494,21154,3807,2025-11-15,jewelry,1860.53,de,wallet,eur
1495,8517,5872,2025-09-16,electronics,8042.62,mx,contactless,usd
1496,14758,4430,2025-04-25,gaming,4478.47,fr,ecommerce,cad
1497,16383,7563,2025-09-27,fuel,3398.41,fr,wallet,gbp
1498,3289,13151,2025-11-21,travel,9399.23,ae,ecommerce,usd
1499,23715,2096,2025-01-13,digital_services,2810.93,mx,wallet,usd
1500,15809,400,2025-12-30,gaming,3513.03,us,chip,gbp
1501,582,7250,2025-11-26,cash_advance,6535.72,br,chip,gbp
1502,8680,976,2025-04-01,grocery,4223.8,ae,wallet,usd
1503,8611,739,2025-09-10,fuel,4772.93,mx,wallet,gbp
1504,15082,8428,2025-02-18,digital_services,6193.24,sg,manual_keyed,gbp
1505,23359,7581,2025-01-13,travel,4756.38,ae,chip,gbp
1506,13218,9278,2025-10-14,digital_services,3964.09,mx,contactless,cad
1507,3670,1021,2025-06-30,fuel,5963.04,fr,manual_keyed,gbp
1508,19549,5299,2025-12-07,travel,4921.75,uk,manual_keyed,gbp
1509,20601,12143,2025-03-04,electronics,5129.06,ae,wallet,gbp
1510,6804,4151,2025-06-10,cash_advance,8234.2,ae,wallet,cad
1511,23703,3264,2025-06-07,gaming,5040.02,fr,contactless,gbp
1512,13456,9604,2025-12-01,cash_advance,3732.29,sg,contactless,cad
1513,11178,6736,2025-08-30,electronics,3897.77,br,chip,cad
1514,13271,6470,2025-11-13,digital_services,1511.55,br,contactless,gbp
1515,23112,13209,2025-04-12,electronics,6235.32,us,manual_keyed,eur
1516,6775,6398,2025-04-30,travel,6264.04,us,ecommerce,eur
1517,2861,7620,2025-11-26,fuel,7156.05,uk,chip,usd
1518,8092,11505,2025-07-19,jewelry,3862.86,sg,ecommerce,cad
1519,20837,5748,2025-12-08,digital_services,5036.27,us,manual_keyed,eur
1520,20166,14956,2025-10-12,grocery,7330.12,uk,wallet,cad
1521,16445,5326,2025-04-03,fuel,31.44,us,manual_keyed,cad
1522,3059,5045,2025-10-16,digital_services,1838.12,ae,contactless,usd
1523,17652,10138,2025-04-27,jewelry,3338.33,br,chip,gbp
1524,14480,13517,2025-04-09,jewelry,4139.77,ae,wallet,usd
1525,21070,8131,2025-09-20,grocery,7635.7,us,manual_keyed,cad
1526,22929,9943,2025-06-10,travel,9261.7,sg,manual_keyed,eur
1527,17434,6610,2025-11-05,jewelry,7207.86,mx,ecommerce,usd
1528,15388,3929,2025-10-13,travel,8220.57,uk,contactless,cad
1529,21782,13773,2025-07-31,grocery,6590.85,mx,manual_keyed,cad
1530,11096,9245,2025-02-03,cash_advance,3275.39,de,manual_keyed,usd
1531,6828,11870,2025-08-03,travel,1969.48,sg,wallet,eur
1532,4234,4177,2025-04-06,jewelry,5430.51,sg,chip,cad
1533,2921,10759,2025-05-26,jewelry,4941.94,fr,chip,gbp
1534,11896,4857,2025-09-18,grocery,3674.84,de,ecommerce,eur
1535,5194,13019,2025-11-16,cash_advance,6568.45,fr,contactless,gbp
1536,7515,14267,2025-06-04,gaming,8661.3,fr,wallet,gbp
1537,14790,10451,2025-02-01,cash_advance,5251.83,br,contactless,gbp
1538,12517,13351,2025-05-29,digital_services,6719.04,us,ecommerce,cad
1539,10184,7512,2025-07-03,travel,450.52,mx,ecommerce,gbp
1540,19345,10439,2025-07-07,jewelry,8135.93,br,manual_keyed,gbp
1541,22379,5465,2025-01-05,jewelry,2446.69,sg,manual_keyed,usd
1542,19752,95,2025-08-07,digital_services,2363.68,mx,manual_keyed,usd
1543,3624,8143,2025-08-02,travel,4875.8,uk,contactless,eur
1544,5511,12281,2025-04-07,cash_advance,8842.44,de,ecommerce,gbp
1545,6017,957,2025-04-29,digital_services,9051.7,mx,manual_keyed,gbp
1546,2059,7171,2025-01-28,travel,4423.07,uk,contactless,cad
1547,4984,13662,2025-02-11,electronics,7171.35,ae,manual_keyed,gbp
1548,387,9775,2025-11-22,gaming,1829.7,fr,wallet,eur
1549,6659,10722,2025-12-05,travel,2640.02,ae,wallet,usd
1550,1173,3753,2025-01-19,cash_advance,6418.86,ae,wallet,usd
1551,5549,6265,2025-07-25,gaming,2372.94,mx,chip,usd
1552,19625,8154,2025-12-19,cash_advance,2297.43,fr,chip,usd
1553,2740,12731,2025-02-11,gaming,6831.88,sg,chip,eur
1554,5999,12656,2025-08-10,gaming,9468.56,fr,ecommerce,eur
1555,11921,2399,2025-08-28,electronics,9038.37,ae,contactless,usd
1556,3987,5203,2025-11-27,cash_advance,9330.56,mx,ecommerce,cad
1557,14930,13018,2025-10-21,electronics,6078.91,ae,ecommerce,usd
1558,8332,3387,2025-03-24,gaming,7810.38,mx,contactless,cad
1559,13111,12018,2025-07-28,travel,7965.92,fr,wallet,gbp
1560,13209,899,2025-04-24,electronics,7243.38,br,ecommerce,cad
1561,6753,1894,2025-05-10,fuel,5687.74,mx,contactless,cad
1562,17929,11390,2025-05-25,jewelry,1414.79,ae,ecommerce,eur
