card_id,cardholder_id,status,card_product,network,credit_limit,card_present_usage_ratio,digital_wallet_flag
503,7260,active,premium,mastercard,22108.44,0.802,1
504,11512,temporarily_blocked,travel_rewards,visa,18593.73,0.55,1
505,11775,active,business,amex,17548.9,0.89,0
506,6013,closed,travel_rewards,visa,1293.63,0.319,0
507,13361,reissued,cashback,mastercard,38694.31,0.15,1
508,17390,temporarily_blocked,business,visa,24471.93,0.046,1
509,2488,reissued,student,mastercard,17190.73,0.255,1
510,15524,temporarily_blocked,student,visa,11120.2,0.027,1
511,13799,closed,student,visa,18416.71,0.62,1
512,5683,closed,student,mastercard,29367.53,0.27,0
513,48,reissued,cashback,amex,13973.16,0.408,1
514,2603,reissued,travel_rewards,amex,2876.02,0.745,1
515,1294,active,cashback,amex,25122.28,0.437,1
516,4065,temporarily_blocked,student,amex,36952.67,0.452,1
517,6845,active,cashback,mastercard,16825.1,0.117,0
518,7093,reissued,cashback,mastercard,29062.32,0.87,0
519,15911,reissued,student,visa,6894.83,0.126,1
520,12940,temporarily_blocked,business,visa,10254.37,0.656,1
521,5257,reissued,student,mastercard,31913.62,0.503,1
522,8869,reissued,travel_rewards,amex,29986.88,0.705,1
523,12577,temporarily_blocked,student,visa,39021.97,0.435,0
524,16887,reissued,premium,amex,35451.31,0.376,0
525,9643,closed,cashback,visa,29446.41,0.402,0
526,14124,closed,cashback,amex,25599.42,0.208,0
527,10139,temporarily_blocked,travel_rewards,mastercard,30207.11,0.436,0
528,6747,active,student,amex,25774.31,0.193,0
529,9607,reissued,premium,amex,33512.5,0.728,0
530,5851,closed,premium,mastercard,22883.21,0.915,0
531,922,closed,cashback,mastercard,28790.0,0.665,0
532,5260,temporarily_blocked,travel_rewards,mastercard,1083.75,0.454,1
533,13029,reissued,cashback,amex,966.39,0.54,0
534,4671,reissued,premium,amex,23091.98,0.314,0
535,7409,closed,student,mastercard,15962.59,0.67,0
536,7871,closed,cashback,visa,25482.36,0.648,0
537,14273,active,business,mastercard,11479.33,0.249,0
538,6522,active,student,amex,11546.84,0.89,0
539,13780,temporarily_blocked,cashback,visa,2590.96,0.461,0
540,2858,active,business,amex,8067.4,0.611,0
541,4360,reissued,premium,mastercard,4628.54,0.219,1
542,5806,closed,business,mastercard,13259.3,0.222,1
543,8078,closed,business,visa,23288.55,0.935,0
544,13605,reissued,cashback,visa,5633.56,0.418,0
545,15796,closed,student,amex,29542.95,0.829,0
546,11018,temporarily_blocked,travel_rewards,mastercard,1394.95,0.447,0
547,9922,reissued,premium,visa,38705.09,0.671,0
548,14602,active,cashback,mastercard,13154.99,0.815,0
549,1706,closed,business,mastercard,23374.36,0.69,0
550,4077,reissued,cashback,visa,1682.8,0.94,1
551,16386,active,student,mastercard,16488.6,0.791,0
552,7717,active,business,visa,27958.53,0.655,1
553,3915,closed,student,mastercard,10439.56,0.137,1
554,443,reissued,travel_rewards,mastercard,38053.13,0.431,0
555,15397,reissued,student,amex,38414.77,0.61,1
556,8323,active,premium,visa,4942.32,0.165,0
557,13518,active,premium,amex,4064.53,0.271,1
558,16123,active,travel_rewards,amex,7577.39,0.182,0
559,11255,temporarily_blocked,student,visa,23527.66,0.307,0
560,3581,active,business,visa,17252.37,0.714,1
561,12552,active,cashback,visa,35381.75,0.518,1
562,12759,active,student,amex,24014.31,0.101,0
563,561,active,student,visa,7024.19,0.818,0
564,15071,temporarily_blocked,student,visa,12701.09,0.707,1
565,13777,temporarily_blocked,business,amex,20815.65,0.525,1
566,4637,closed,student,visa,38696.24,0.72,1
567,6204,active,premium,visa,14285.77,0.102,1
568,8948,temporarily_blocked,student,mastercard,16737.98,0.757,0
569,17938,temporarily_blocked,cashback,amex,9060.63,0.484,0
570,4176,closed,business,mastercard,5873.34,0.254,0
571,7404,closed,business,mastercard,35562.41,0.431,0
572,6244,active,cashback,visa,5492.02,0.243,1
573,16333,active,travel_rewards,amex,6054.01,0.598,1
574,8811,active,cashback,visa,33881.82,0.401,0
575,3615,closed,student,mastercard,2382.07,0.686,0
576,17704,reissued,premium,visa,8764.29,0.54,0
577,9473,active,premium,visa,2865.52,0.273,1
578,4645,temporarily_blocked,premium,mastercard,11815.09,0.129,0
579,16483,reissued,business,visa,29586.0,0.607,0
580,7353,closed,premium,visa,38203.02,0.338,0
581,10389,active,cashback,mastercard,9463.61,0.839,0
582,7394,temporarily_blocked,premium,amex,24499.54,0.155,0
583,8183,reissued,premium,visa,7733.12,0.358,0
584,6920,closed,cashback,mastercard,2039.69,0.193,1
585,5493,reissued,travel_rewards,visa,15752.94,0.383,1
586,5743,active,student,amex,23343.29,0.632,0
587,11988,active,premium,amex,39273.8,0.183,0
588,10495,temporarily_blocked,premium,mastercard,35279.88,0.142,0
589,17790,reissued,cashback,mastercard,20561.62,0.151,1
590,16268,reissued,travel_rewards,amex,3349.18,0.161,0
591,1428,reissued,cashback,visa,16701.29,0.092,0
592,7504,reissued,premium,visa,32336.95,0.056,0
593,4101,temporarily_blocked,business,mastercard,24667.21,0.512,0
